GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0051276,chromosome organization,453,2,0.15,0.0081,0.0307
GO:0006475,internal protein amino acid acetylation,37,1,0.01,0.0123,0.0307
GO:0016573,histone acetylation,37,1,0.01,0.0123,0.0307
GO:0018393,internal peptidyl-lysine acetylation,37,1,0.01,0.0123,0.0307
GO:0018394,peptidyl-lysine acetylation,37,1,0.01,0.0123,0.0307
GO:0006473,protein acetylation,46,1,0.02,0.0152,0.0307
GO:0043543,protein acylation,53,1,0.02,0.0175,0.0307
GO:0000723,telomere maintenance,55,1,0.02,0.0182,0.0307
GO:0032200,telomere organization,56,1,0.02,0.0185,0.0307
GO:0060249,anatomical structure homeostasis,58,1,0.02,0.0192,0.0307
GO:0006996,organelle organization,883,2,0.29,0.0293,0.0364
GO:0032392,DNA geometric change,90,1,0.03,0.0296,0.0364
GO:0032508,DNA duplex unwinding,90,1,0.03,0.0296,0.0364
GO:0018205,peptidyl-lysine modification,100,1,0.03,0.0329,0.0376
GO:0016570,histone modification,125,1,0.04,0.041,0.0437
GO:0016569,covalent chromatin modification,145,1,0.05,0.0474,0.0474
