GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006468,protein phosphorylation,1461,102,66.53,4.9e-06,0.001
GO:0016310,phosphorylation,1624,109,73.95,1.3e-05,0.0013
GO:0051348,negative regulation of transferase activ...,14,6,0.64,1.9e-05,0.0013
GO:0006793,phosphorus metabolic process,2116,132,96.35,5e-05,0.0022
GO:0042325,regulation of phosphorylation,32,8,1.46,7e-05,0.0022
GO:0006796,phosphate-containing compound metabolic ...,2096,130,95.44,7.6e-05,0.0022
GO:0031400,negative regulation of protein modificat...,25,7,1.14,9.2e-05,0.0022
GO:0051444,negative regulation of ubiquitin-protein...,3,3,0.14,9.4e-05,0.0022
GO:1904667,negative regulation of ubiquitin protein...,3,3,0.14,9.4e-05,0.0022
GO:0051338,regulation of transferase activity,43,9,1.96,0.00011,0.0023
GO:0001932,regulation of protein phosphorylation,29,7,1.32,0.00025,0.0048
GO:0006952,defense response,1299,84,59.15,0.00052,0.0091
GO:0019220,regulation of phosphate metabolic proces...,47,8,2.14,0.00115,0.017
GO:0051174,regulation of phosphorus metabolic proce...,47,8,2.14,0.00115,0.017
GO:0043549,regulation of kinase activity,28,6,1.27,0.00139,0.017
GO:0036211,protein modification process,2386,137,108.64,0.00143,0.017
GO:0001933,negative regulation of protein phosphory...,12,4,0.55,0.00157,0.017
GO:0042326,negative regulation of phosphorylation,12,4,0.55,0.00157,0.017
GO:0031397,negative regulation of protein ubiquitin...,6,3,0.27,0.00169,0.017
GO:1903321,negative regulation of protein modificat...,6,3,0.27,0.00169,0.017
GO:0006464,cellular protein modification process,2376,136,108.19,0.0017,0.017
GO:0002520,immune system development,2,2,0.09,0.00207,0.0189
GO:0031399,regulation of protein modification proce...,63,9,2.87,0.00207,0.0189
GO:0043412,macromolecule modification,2670,148,121.58,0.00371,0.0313
GO:0010563,negative regulation of phosphorus metabo...,15,4,0.68,0.00388,0.0313
GO:0045936,negative regulation of phosphate metabol...,15,4,0.68,0.00388,0.0313
GO:0045859,regulation of protein kinase activity,25,5,1.14,0.00479,0.0373
GO:0050896,response to stimulus,2822,154,128.5,0.00556,0.0417
GO:0000079,regulation of cyclin-dependent protein s...,17,4,0.77,0.0063,0.0421
GO:1904029,regulation of cyclin-dependent protein k...,17,4,0.77,0.0063,0.0421
GO:0045736,negative regulation of cyclin-dependent ...,9,3,0.41,0.00642,0.0421
GO:1904030,negative regulation of cyclin-dependent ...,9,3,0.41,0.00642,0.0421
GO:0006469,negative regulation of protein kinase ac...,10,3,0.46,0.00886,0.0474
GO:0033673,negative regulation of kinase activity,10,3,0.46,0.00886,0.0474
GO:0071901,negative regulation of protein serine/th...,10,3,0.46,0.00886,0.0474
GO:0044267,cellular protein metabolic process,2782,150,126.68,0.00984,0.0474
GO:0008610,lipid biosynthetic process,438,31,19.94,0.00989,0.0474
GO:0048285,organelle fission,94,10,4.28,0.0103,0.0474
GO:0071900,regulation of protein serine/threonine k...,20,4,0.91,0.01151,0.0474
GO:0019985,translesion synthesis,11,3,0.5,0.01178,0.0474
GO:0042327,positive regulation of phosphorylation,11,3,0.5,0.01178,0.0474
GO:1904666,regulation of ubiquitin protein ligase a...,11,3,0.5,0.01178,0.0474
GO:0032269,negative regulation of cellular protein ...,82,9,3.73,0.01201,0.0474
GO:0019538,protein metabolic process,3134,166,142.7,0.0124,0.0474
GO:0006950,response to stress,1961,109,89.29,0.01291,0.0474
GO:0051248,negative regulation of protein metabolic...,83,9,3.78,0.01295,0.0474
GO:0000731,DNA synthesis involved in DNA repair,12,3,0.55,0.01518,0.0474
GO:0010562,positive regulation of phosphorus metabo...,12,3,0.55,0.01518,0.0474
GO:0045937,positive regulation of phosphate metabol...,12,3,0.55,0.01518,0.0474
GO:0051438,regulation of ubiquitin-protein transfer...,12,3,0.55,0.01518,0.0474
GO:1901564,organonitrogen compound metabolic proces...,3808,197,173.39,0.01556,0.0474
GO:0007166,cell surface receptor signaling pathway,173,14,7.88,0.02654,0.0474
GO:0010032,meiotic chromosome condensation,6,2,0.27,0.02748,0.0474
GO:0042276,error-prone translesion synthesis,6,2,0.27,0.02748,0.0474
GO:1903046,meiotic cell cycle process,51,6,2.32,0.0275,0.0474
GO:0006301,postreplication repair,15,3,0.68,0.02838,0.0474
GO:0019432,triglyceride biosynthetic process,15,3,0.68,0.02838,0.0474
GO:0046460,neutral lipid biosynthetic process,15,3,0.68,0.02838,0.0474
GO:0046463,acylglycerol biosynthetic process,15,3,0.68,0.02838,0.0474
GO:0043086,negative regulation of catalytic activit...,66,7,3.01,0.0299,0.0474
GO:0007049,cell cycle,245,18,11.16,0.03115,0.0474
GO:0044092,negative regulation of molecular functio...,67,7,3.05,0.03213,0.0474
GO:0032504,multicellular organism reproduction,27,4,1.23,0.03248,0.0474
GO:0050832,defense response to fungus,53,6,2.41,0.03251,0.0474
GO:0030261,chromosome condensation,16,3,0.73,0.03377,0.0474
GO:0031396,regulation of protein ubiquitination,16,3,0.73,0.03377,0.0474
GO:0006072,glycerol-3-phosphate metabolic process,7,2,0.32,0.03732,0.0474
GO:0045595,regulation of cell differentiation,7,2,0.32,0.03732,0.0474
GO:0045910,negative regulation of DNA recombination,7,2,0.32,0.03732,0.0474
GO:0052646,alditol phosphate metabolic process,7,2,0.32,0.03732,0.0474
GO:0009658,chloroplast organization,55,6,2.5,0.03808,0.0474
GO:0006638,neutral lipid metabolic process,17,3,0.77,0.03966,0.0474
GO:0006639,acylglycerol metabolic process,17,3,0.77,0.03966,0.0474
GO:0006641,triglyceride metabolic process,17,3,0.77,0.03966,0.0474
GO:1903320,regulation of protein modification by sm...,17,3,0.77,0.03966,0.0474
GO:0001887,selenium compound metabolic process,1,1,0.05,0.04553,0.0474
GO:0001906,cell killing,1,1,0.05,0.04553,0.0474
GO:0002200,somatic diversification of immune recept...,1,1,0.05,0.04553,0.0474
GO:0002204,somatic recombination of immunoglobulin ...,1,1,0.05,0.04553,0.0474
GO:0002208,somatic diversification of immunoglobuli...,1,1,0.05,0.04553,0.0474
GO:0002262,myeloid cell homeostasis,1,1,0.05,0.04553,0.0474
GO:0002263,cell activation involved in immune respo...,1,1,0.05,0.04553,0.0474
GO:0002285,lymphocyte activation involved in immune...,1,1,0.05,0.04553,0.0474
GO:0002312,B cell activation involved in immune res...,1,1,0.05,0.04553,0.0474
GO:0002366,leukocyte activation involved in immune ...,1,1,0.05,0.04553,0.0474
GO:0002377,immunoglobulin production,1,1,0.05,0.04553,0.0474
GO:0002381,immunoglobulin production involved in im...,1,1,0.05,0.04553,0.0474
GO:0002440,production of molecular mediator of immu...,1,1,0.05,0.04553,0.0474
GO:0002443,leukocyte mediated immunity,1,1,0.05,0.04553,0.0474
GO:0002449,lymphocyte mediated immunity,1,1,0.05,0.04553,0.0474
GO:0002460,adaptive immune response based on somati...,1,1,0.05,0.04553,0.0474
GO:0002562,somatic diversification of immune recept...,1,1,0.05,0.04553,0.0474
GO:0002637,regulation of immunoglobulin production,1,1,0.05,0.04553,0.0474
GO:0002639,positive regulation of immunoglobulin pr...,1,1,0.05,0.04553,0.0474
GO:0002694,regulation of leukocyte activation,1,1,0.05,0.04553,0.0474
GO:0002696,positive regulation of leukocyte activat...,1,1,0.05,0.04553,0.0474
GO:0002699,positive regulation of immune effector p...,1,1,0.05,0.04553,0.0474
GO:0002700,regulation of production of molecular me...,1,1,0.05,0.04553,0.0474
GO:0002702,positive regulation of production of mol...,1,1,0.05,0.04553,0.0474
GO:0002703,regulation of leukocyte mediated immunit...,1,1,0.05,0.04553,0.0474
GO:0002705,positive regulation of leukocyte mediate...,1,1,0.05,0.04553,0.0474
GO:0002706,regulation of lymphocyte mediated immuni...,1,1,0.05,0.04553,0.0474
GO:0002708,positive regulation of lymphocyte mediat...,1,1,0.05,0.04553,0.0474
GO:0002712,regulation of B cell mediated immunity,1,1,0.05,0.04553,0.0474
GO:0002714,positive regulation of B cell mediated i...,1,1,0.05,0.04553,0.0474
GO:0002819,regulation of adaptive immune response,1,1,0.05,0.04553,0.0474
GO:0002821,positive regulation of adaptive immune r...,1,1,0.05,0.04553,0.0474
GO:0002822,regulation of adaptive immune response b...,1,1,0.05,0.04553,0.0474
GO:0002824,positive regulation of adaptive immune r...,1,1,0.05,0.04553,0.0474
GO:0002889,regulation of immunoglobulin mediated im...,1,1,0.05,0.04553,0.0474
GO:0002891,positive regulation of immunoglobulin me...,1,1,0.05,0.04553,0.0474
GO:0003008,system process,1,1,0.05,0.04553,0.0474
GO:0003013,circulatory system process,1,1,0.05,0.04553,0.0474
GO:0003018,vascular process in circulatory system,1,1,0.05,0.04553,0.0474
GO:0006021,inositol biosynthetic process,1,1,0.05,0.04553,0.0474
GO:0006076,(1->3)-beta-D-glucan catabolic process,1,1,0.05,0.04553,0.0474
GO:0007155,cell adhesion,1,1,0.05,0.04553,0.0474
GO:0007162,negative regulation of cell adhesion,1,1,0.05,0.04553,0.0474
GO:0009661,chromoplast organization,1,1,0.05,0.04553,0.0474
GO:0009662,etioplast organization,1,1,0.05,0.04553,0.0474
GO:0010225,response to UV-C,1,1,0.05,0.04553,0.0474
GO:0010232,vascular transport,1,1,0.05,0.04553,0.0474
GO:0010233,phloem transport,1,1,0.05,0.04553,0.0474
GO:0010381,peroxisome-chloroplast membrane tetherin...,1,1,0.05,0.04553,0.0474
GO:0010717,regulation of epithelial to mesenchymal ...,1,1,0.05,0.04553,0.0474
GO:0010719,negative regulation of epithelial to mes...,1,1,0.05,0.04553,0.0474
GO:0010944,negative regulation of transcription by ...,1,1,0.05,0.04553,0.0474
GO:0015697,quaternary ammonium group transport,1,1,0.05,0.04553,0.0474
GO:0016064,immunoglobulin mediated immune response,1,1,0.05,0.04553,0.0474
GO:0016233,telomere capping,1,1,0.05,0.04553,0.0474
GO:0016444,somatic cell DNA recombination,1,1,0.05,0.04553,0.0474
GO:0016445,somatic diversification of immunoglobuli...,1,1,0.05,0.04553,0.0474
GO:0016447,somatic recombination of immunoglobulin ...,1,1,0.05,0.04553,0.0474
GO:0019724,B cell mediated immunity,1,1,0.05,0.04553,0.0474
GO:0020027,hemoglobin metabolic process,1,1,0.05,0.04553,0.0474
GO:0022407,regulation of cell-cell adhesion,1,1,0.05,0.04553,0.0474
GO:0022408,negative regulation of cell-cell adhesio...,1,1,0.05,0.04553,0.0474
GO:0022610,biological adhesion,1,1,0.05,0.04553,0.0474
GO:0030097,hemopoiesis,1,1,0.05,0.04553,0.0474
GO:0030099,myeloid cell differentiation,1,1,0.05,0.04553,0.0474
GO:0030111,regulation of Wnt signaling pathway,1,1,0.05,0.04553,0.0474
GO:0030155,regulation of cell adhesion,1,1,0.05,0.04553,0.0474
GO:0030178,negative regulation of Wnt signaling pat...,1,1,0.05,0.04553,0.0474
GO:0030218,erythrocyte differentiation,1,1,0.05,0.04553,0.0474
GO:0031640,killing of cells of other organism,1,1,0.05,0.04553,0.0474
GO:0031848,protection from non-homologous end joini...,1,1,0.05,0.04553,0.0474
GO:0033135,regulation of peptidyl-serine phosphoryl...,1,1,0.05,0.04553,0.0474
GO:0033138,positive regulation of peptidyl-serine p...,1,1,0.05,0.04553,0.0474
