GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:2000904,regulation of starch metabolic process,2,1,0,0.0013,0.0176
GO:0006777,Mo-molybdopterin cofactor biosynthetic p...,3,1,0,0.002,0.0176
GO:0019720,Mo-molybdopterin cofactor metabolic proc...,3,1,0,0.002,0.0176
GO:0043545,molybdopterin cofactor metabolic process,3,1,0,0.002,0.0176
GO:0051189,prosthetic group metabolic process,3,1,0,0.002,0.0176
GO:0044211,CTP salvage,4,1,0,0.0027,0.0198
GO:0032881,regulation of polysaccharide metabolic p...,5,1,0,0.0033,0.0203
GO:0010675,regulation of cellular carbohydrate meta...,7,1,0,0.0047,0.0203
GO:0006109,regulation of carbohydrate metabolic pro...,9,1,0.01,0.006,0.0203
GO:0008655,pyrimidine-containing compound salvage,9,1,0.01,0.006,0.0203
GO:0010138,pyrimidine ribonucleotide salvage,9,1,0.01,0.006,0.0203
GO:0032262,pyrimidine nucleotide salvage,9,1,0.01,0.006,0.0203
GO:0044206,UMP salvage,9,1,0.01,0.006,0.0203
GO:0006222,UMP biosynthetic process,15,1,0.01,0.0099,0.0256
GO:0009173,pyrimidine ribonucleoside monophosphate ...,15,1,0.01,0.0099,0.0256
GO:0009174,pyrimidine ribonucleoside monophosphate ...,15,1,0.01,0.0099,0.0256
GO:0046049,UMP metabolic process,15,1,0.01,0.0099,0.0256
GO:0009129,pyrimidine nucleoside monophosphate meta...,17,1,0.01,0.0113,0.0262
GO:0009130,pyrimidine nucleoside monophosphate bios...,17,1,0.01,0.0113,0.0262
GO:0043173,nucleotide salvage,18,1,0.01,0.0119,0.0262
GO:0006241,CTP biosynthetic process,24,1,0.02,0.0159,0.0279
GO:0009208,pyrimidine ribonucleoside triphosphate m...,24,1,0.02,0.0159,0.0279
GO:0009209,pyrimidine ribonucleoside triphosphate b...,24,1,0.02,0.0159,0.0279
GO:0046036,CTP metabolic process,24,1,0.02,0.0159,0.0279
GO:0009147,pyrimidine nucleoside triphosphate metab...,25,1,0.02,0.0165,0.0279
GO:0009148,pyrimidine nucleoside triphosphate biosy...,25,1,0.02,0.0165,0.0279
GO:0043094,cellular metabolic compound salvage,26,1,0.02,0.0172,0.028
GO:0090407,organophosphate biosynthetic process,331,2,0.22,0.019,0.0299
GO:0005982,starch metabolic process,34,1,0.02,0.0224,0.0307
GO:0009218,pyrimidine ribonucleotide metabolic proc...,35,1,0.02,0.0231,0.0307
GO:0009220,pyrimidine ribonucleotide biosynthetic p...,35,1,0.02,0.0231,0.0307
GO:0009736,cytokinin-activated signaling pathway,35,1,0.02,0.0231,0.0307
GO:0009735,response to cytokinin,36,1,0.02,0.0237,0.0307
GO:0071368,cellular response to cytokinin stimulus,36,1,0.02,0.0237,0.0307
GO:0009201,ribonucleoside triphosphate biosynthetic...,42,1,0.03,0.0276,0.0347
GO:0009142,nucleoside triphosphate biosynthetic pro...,44,1,0.03,0.0289,0.0353
GO:0006220,pyrimidine nucleotide metabolic process,54,1,0.04,0.0354,0.041
GO:0006221,pyrimidine nucleotide biosynthetic proce...,54,1,0.04,0.0354,0.041
GO:0009156,ribonucleoside monophosphate biosyntheti...,56,1,0.04,0.0367,0.0414
GO:0009124,nucleoside monophosphate biosynthetic pr...,59,1,0.04,0.0386,0.0414
GO:0009161,ribonucleoside monophosphate metabolic p...,59,1,0.04,0.0386,0.0414
GO:0000160,phosphorelay signal transduction system,65,1,0.04,0.0425,0.0438
GO:0019637,organophosphate metabolic process,512,2,0.34,0.0428,0.0438
GO:0072528,pyrimidine-containing compound biosynthe...,76,1,0.05,0.0495,0.0495
