GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006099,tricarboxylic acid cycle,21,2,0.07,0.0021,0.0304
GO:0043153,entrainment of circadian clock by photop...,1,1,0,0.0032,0.0304
GO:0032922,circadian regulation of gene expression,2,1,0.01,0.0065,0.0377
GO:0009060,aerobic respiration,42,2,0.14,0.0081,0.0377
GO:0045333,cellular respiration,49,2,0.16,0.011,0.0377
GO:0009649,entrainment of circadian clock,4,1,0.01,0.0129,0.0377
GO:0055114,oxidation-reduction process,156,3,0.51,0.0139,0.0377
GO:0006116,NADH oxidation,6,1,0.02,0.0193,0.0378
GO:0006734,NADH metabolic process,6,1,0.02,0.0193,0.0378
GO:0015980,energy derivation by oxidation of organi...,67,2,0.22,0.0199,0.0378
GO:0042752,regulation of circadian rhythm,7,1,0.02,0.0225,0.0389
GO:0019674,NAD metabolic process,8,1,0.03,0.0257,0.0392
GO:0006869,lipid transport,81,2,0.26,0.0283,0.0392
GO:0006091,generation of precursor metabolites and ...,217,3,0.7,0.033,0.0392
GO:0010876,lipid localization,88,2,0.29,0.033,0.0392
GO:0015979,photosynthesis,88,2,0.29,0.033,0.0392
GO:0006108,malate metabolic process,11,1,0.04,0.0352,0.0393
GO:0009765,photosynthesis, light harvesting,12,1,0.04,0.0383,0.0404
GO:0015977,carbon fixation,15,1,0.05,0.0476,0.0476
