OG0082856 intersection 1
OG0127880 intersection 1
OG0181433 intersection 1
OG0204967 intersection 1
OG0213269 intersection 1
OG0219416 intersection 1
OG0219761 intersection 1
OG0222870 intersection 1
OG0225333 intersection 1
OG0235385 intersection 1
OG0245672 intersection 1
OG0248330 intersection 1
OG0295010 intersection 1
OG0306033 intersection 1
OG0308640 intersection 1
OG0375676 intersection 1
OG0376506 intersection 1
OG0384800 intersection 1
OG0403968 intersection 1
OG0405185 intersection 1
OG0405744 intersection 1
OG0416463 intersection 1
OG0433340 intersection 1
OG0451636 intersection 1
OG0451774 intersection 1
OG0454437 intersection 1
OG0457326 intersection 1
OG0489441 intersection 1
OG0497444 intersection 1
OG0509006 intersection 1
OG0523511 intersection 1
OG0536398 intersection 1
OG0548610 intersection 1
OG0600026 intersection 1
OG0600531 intersection 1
OG1027103 intersection 1
OG1045422 intersection 1
OG1045868 intersection 1
OG1072398 intersection 1
OG1078136 intersection 1
OG111108 intersection 1
OG1158330 intersection 1
OG1200140 intersection 1
OG1204062 intersection 1
OG1243857 intersection 1
OG1252401 intersection 1
OG1276406 intersection 1
OG1286155 intersection 1
OG1293463 intersection 1
OG1299445 intersection 1
OG1326289 intersection 1
OG1339580 intersection 1
OG1357048 intersection 1
OG1504006 intersection 1
OG1507997 intersection 1
OG1588387 intersection 1
OG1600641 intersection 1
OG1605049 intersection 1
OG1672085 intersection 1
OG1673423 intersection 1
OG1680732 intersection 1
OG169596 intersection 1
OG1739265 intersection 1
OG1781701 intersection 1
OG1786990 intersection 1
OG1809719 intersection 1
OG1823236 intersection 1
OG1829548 intersection 1
OG1845094 intersection 1
OG1854944 intersection 1
OG1884337 intersection 1
OG19139 intersection 1
OG1925024 intersection 1
OG1963663 intersection 1
OG1985617 intersection 1
OG2005960 intersection 1
OG2056383 intersection 1
OG2118844 intersection 1
OG2216644 intersection 1
OG227756 intersection 1
OG2288965 intersection 1
OG2292839 intersection 1
OG2364573 intersection 1
OG2372835 intersection 1
OG2401313 intersection 1
OG242023 intersection 1
OG2431294 intersection 1
OG2441528 intersection 1
OG2482491 intersection 1
OG2531339 intersection 1
OG254868 intersection 1
OG2626140 intersection 1
OG2632454 intersection 1
OG2640679 intersection 1
OG2720287 intersection 1
OG2724777 intersection 1
OG274617 intersection 1
OG2778386 intersection 1
OG2782073 intersection 1
OG2795035 intersection 1
OG281178 intersection 1
OG2814392 intersection 1
OG2818710 intersection 1
OG2850215 intersection 1
OG2901380 intersection 1
OG2926607 intersection 1
OG294037 intersection 1
OG2945126 intersection 1
OG306338 disjoint 1
OG3222032 intersection 1
OG3237657 intersection 1
OG3289578 intersection 1
OG3330275 intersection 1
OG3338879 intersection 1
OG3354490 intersection 1
OG3379895 intersection 1
OG350942 intersection 1
OG422207 intersection 1
OG439903 intersection 1
OG475984 intersection 1
OG523316 intersection 1
OG525779 intersection 1
OG533695 intersection 1
OG640738 intersection 1
OG709891 disjoint 1
OG732295 intersection 1
OG737946 intersection 1
OG738849 intersection 1
OG811871 intersection 1
OG81902 intersection 1
OG904370 intersection 1
OG0512749 intersection 2
OG279255 intersection 2
OG612628 intersection 2
OG0046862 intersection 3
OG0048786 intersection 3
OG0113718 disjoint 3
OG0127046 intersection 3
OG0155009 intersection 3
OG0194776 intersection 3
OG0233901 intersection 3
OG0236406 intersection 3
OG0248440 intersection 3
OG0297347 intersection 3
OG0315235 intersection 3
OG0328598 intersection 3
OG0396570 intersection 3
OG0406648 intersection 3
OG0419593 intersection 3
OG0426387 intersection 3
OG0434341 intersection 3
OG0477574 intersection 3
OG0478972 intersection 3
OG0505515 intersection 3
OG0535276 intersection 3
OG0551859 intersection 3
OG0571479 intersection 3
OG0574567 intersection 3
OG0578333 disjoint 3
OG1004796 intersection 3
OG1017657 intersection 3
OG1038436 intersection 3
OG1043282 intersection 3
OG107754 intersection 3
OG1084786 intersection 3
OG1129962 intersection 3
OG1141423 intersection 3
OG121275 intersection 3
OG123152 intersection 3
OG1321181 intersection 3
OG1339761 intersection 3
OG1487715 intersection 3
OG1488226 intersection 3
OG1499715 intersection 3
OG1519849 intersection 3
OG1535054 intersection 3
OG1535734 intersection 3
OG1546598 intersection 3
OG1561024 intersection 3
OG1642597 intersection 3
OG1766496 intersection 3
OG1784796 intersection 3
OG1799333 intersection 3
OG1834780 intersection 3
OG1903040 intersection 3
OG1956464 intersection 3
OG2043018 intersection 3
OG2065564 intersection 3
OG2107269 intersection 3
OG2144537 intersection 3
OG2153990 intersection 3
OG2218081 intersection 3
OG2244075 intersection 3
OG2284171 intersection 3
OG2286231 intersection 3
OG2332618 intersection 3
OG2495911 intersection 3
OG2503394 intersection 3
OG2596546 disjoint 3
OG2612847 intersection 3
OG2698871 intersection 3
OG269968 intersection 3
OG2706668 disjoint 3
OG2707211 intersection 3
OG2763048 intersection 3
OG2781292 intersection 3
OG2792773 intersection 3
OG2807824 intersection 3
OG2819678 intersection 3
OG2823452 intersection 3
OG2858513 intersection 3
OG2885938 intersection 3
OG2969504 intersection 3
OG2996766 intersection 3
OG3095172 intersection 3
OG3124026 intersection 3
OG3126732 intersection 3
OG3127746 disjoint 3
OG3136236 intersection 3
OG3161756 intersection 3
OG3162746 intersection 3
OG3166093 intersection 3
OG3189416 intersection 3
OG3191486 intersection 3
OG3202008 disjoint 3
OG3208767 disjoint 3
OG3233354 intersection 3
OG3239815 intersection 3
OG3258048 intersection 3
OG3261939 intersection 3
OG3272924 intersection 3
OG3354040 intersection 3
OG3359579 intersection 3
OG3383491 intersection 3
OG340490 intersection 3
OG414904 intersection 3
OG435134 intersection 3
OG469489 intersection 3
OG494542 intersection 3
OG497191 intersection 3
OG509106 intersection 3
OG520875 disjoint 3
OG52915 intersection 3
OG558484 intersection 3
OG582937 intersection 3
OG603472 intersection 3
OG614860 intersection 3
OG642041 intersection 3
OG773747 intersection 3
OG801722 intersection 3
OG802555 intersection 3
OG82520 intersection 3
OG85330 intersection 3
OG895607 intersection 3
OG924965 intersection 3
OG941880 intersection 3
OG0137758 intersection 4
OG0139628 intersection 4
OG0380371 disjoint 4
OG0446362 intersection 4
OG1071088 intersection 4
OG1199248 intersection 4
OG1201058 intersection 4
OG1314788 intersection 4
OG1456727 intersection 4
OG1475373 intersection 4
OG1525857 intersection 4
OG1531539 intersection 4
OG1548601 intersection 4
OG1671585 intersection 4
OG1684826 intersection 4
OG1808186 intersection 4
OG1881315 intersection 4
OG1893468 intersection 4
OG1905190 intersection 4
OG1959147 intersection 4
OG2441860 intersection 4
OG2639846 disjoint 4
OG2655797 intersection 4
OG2912489 intersection 4
OG2960068 intersection 4
OG3313245 intersection 4
OG332802 intersection 4
OG446534 intersection 4
OG473326 intersection 4
OG544502 intersection 4
OG62368 intersection 4
OG741704 intersection 4
OG753690 intersection 4
OG769947 intersection 4
OG78539 intersection 4
OG889239 intersection 4
OG924437 intersection 4
OG977015 intersection 4
OG3068275 intersection 5
OG0073424 intersection 6
OG0212303 intersection 6
OG0364021 intersection 6
OG117483 intersection 6
OG1273122 intersection 6
OG1332659 intersection 6
OG1545426 intersection 6
OG2012931 intersection 6
OG2594242 disjoint 6
OG2764576 disjoint 6
OG293511 disjoint 6
OG2996111 disjoint 6
OG0230042 intersection 7
OG0532161 intersection 7
OG152597 intersection 7
OG1850267 intersection 7
OG2760896 intersection 7
OG3064360 intersection 7
OG819180 intersection 7
OG0360682 intersection 8
OG0449454 intersection 8
OG0525363 intersection 9
OG0127448 intersection 10
OG0219230 intersection 10
OG0240519 intersection 10
OG0440528 intersection 10
OG0458205 disjoint 10
OG1027559 intersection 10
OG1275346 intersection 10
OG1557195 intersection 10
OG1837792 intersection 10
OG2132914 intersection 10
OG23519 intersection 10
OG2482687 intersection 10
OG2490622 disjoint 10
OG2570399 intersection 10
OG2571714 intersection 10
OG3103875 intersection 10
OG3142726 intersection 10
OG3232300 intersection 10
OG3249835 intersection 10
OG693136 intersection 10
OG801678 intersection 10
OG0148230 intersection 11
OG1175559 disjoint 11
OG1382986 intersection 11
OG1651272 intersection 11
OG1919272 disjoint 11
OG0297960 intersection 12
OG10667 disjoint 12
OG1449098 intersection 12
OG216584 intersection 12
OG778738 intersection 12
OG0321414 intersection 13
OG0441970 intersection 13
OG0560196 intersection 13
OG554649 intersection 13
OG994247 intersection 13
OG1700458 intersection 14
OG212909 intersection 14
OG2593244 intersection 14
OG3309418 intersection 14
OG522325 intersection 14
OG740377 intersection 14
OG993873 intersection 14
OG1037564 intersection 15
OG1122202 intersection 15
OG1416964 intersection 15
OG0037831 intersection 16
OG0085577 intersection 16
OG0108855 intersection 16
OG0116887 intersection 16
OG0119307 intersection 16
OG0136278 disjoint 16
OG0195960 disjoint 16
OG0198408 intersection 16
OG0262377 disjoint 16
OG0306499 intersection 16
OG0310396 intersection 16
OG0311756 intersection 16
OG0329552 intersection 16
OG0423068 disjoint 16
OG0437921 intersection 16
OG0447312 intersection 16
OG0523365 intersection 16
OG0590398 intersection 16
OG0599100 intersection 16
OG1009731 intersection 16
OG1016394 intersection 16
OG1050858 intersection 16
OG1058688 intersection 16
OG1095510 intersection 16
OG1116613 intersection 16
OG1121912 intersection 16
OG1124787 intersection 16
OG1229251 disjoint 16
OG1245616 disjoint 16
OG1275360 intersection 16
OG1374922 intersection 16
OG1387079 intersection 16
OG1410512 intersection 16
OG1436620 intersection 16
OG1444230 intersection 16
OG154538 intersection 16
OG1569530 intersection 16
OG1584110 intersection 16
OG1699083 intersection 16
OG1791699 intersection 16
OG1804590 intersection 16
OG1883966 intersection 16
OG1930184 intersection 16
OG1999925 intersection 16
OG2047935 intersection 16
OG2091880 intersection 16
OG209418 intersection 16
OG2206854 intersection 16
OG2239893 intersection 16
OG2408042 intersection 16
OG2441039 intersection 16
OG2447437 intersection 16
OG2455718 intersection 16
OG2518092 intersection 16
OG2659364 intersection 16
