GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0010929,positive regulation of auxin mediated si...,3,1,0.01,0.0055,1
GO:0080112,seed growth,3,1,0.01,0.0055,1
GO:0080113,regulation of seed growth,3,1,0.01,0.0055,1
GO:1901575,organic substance catabolic process,939,6,1.74,0.0066,1
GO:0019253,reductive pentose-phosphate cycle,4,1,0.01,0.0074,1
GO:0019685,photosynthesis, dark reaction,4,1,0.01,0.0074,1
GO:0000289,nuclear-transcribed mRNA poly(A) tail sh...,5,1,0.01,0.0092,1
GO:0009143,nucleoside triphosphate catabolic proces...,5,1,0.01,0.0092,1
GO:0019249,lactate biosynthetic process,5,1,0.01,0.0092,1
GO:0009853,photorespiration,6,1,0.01,0.011,1
GO:0048280,vesicle fusion with Golgi apparatus,6,1,0.01,0.011,1
GO:0009056,catabolic process,1051,6,1.94,0.0113,1
GO:0080050,regulation of seed development,7,1,0.01,0.0129,1
GO:0044248,cellular catabolic process,800,5,1.48,0.0147,1
GO:0009057,macromolecule catabolic process,530,4,0.98,0.0157,1
GO:0006089,lactate metabolic process,9,1,0.02,0.0165,1
GO:0006906,vesicle fusion,9,1,0.02,0.0165,1
GO:0009438,methylglyoxal metabolic process,9,1,0.02,0.0165,1
GO:0032366,intracellular sterol transport,9,1,0.02,0.0165,1
GO:0051596,methylglyoxal catabolic process,9,1,0.02,0.0165,1
GO:0061727,methylglyoxal catabolic process to lacta...,9,1,0.02,0.0165,1
GO:0090174,organelle membrane fusion,9,1,0.02,0.0165,1
GO:0010928,regulation of auxin mediated signaling p...,10,1,0.02,0.0183,1
GO:0015918,sterol transport,10,1,0.02,0.0183,1
GO:0042182,ketone catabolic process,10,1,0.02,0.0183,1
GO:0044271,cellular nitrogen compound biosynthetic ...,1899,8,3.51,0.0191,1
GO:0015850,organic hydroxy compound transport,11,1,0.02,0.0202,1
GO:0043161,proteasome-mediated ubiquitin-dependent ...,124,2,0.23,0.0219,1
GO:0032365,intracellular lipid transport,12,1,0.02,0.022,1
GO:0046185,aldehyde catabolic process,12,1,0.02,0.022,1
GO:0030163,protein catabolic process,328,3,0.61,0.0222,1
GO:0006821,chloride transport,13,1,0.02,0.0238,1
GO:1902476,chloride transmembrane transport,13,1,0.02,0.0238,1
GO:0010498,proteasomal protein catabolic process,134,2,0.25,0.0253,1
GO:0006771,riboflavin metabolic process,14,1,0.03,0.0256,1
GO:0009231,riboflavin biosynthetic process,14,1,0.03,0.0256,1
GO:0044210,'de novo' CTP biosynthetic process,14,1,0.03,0.0256,1
GO:0048522,positive regulation of cellular process,355,3,0.66,0.0272,1
GO:0042727,flavin-containing compound biosynthetic ...,15,1,0.03,0.0274,1
GO:0048284,organelle fusion,17,1,0.03,0.031,1
GO:0070940,dephosphorylation of RNA polymerase II C...,17,1,0.03,0.031,1
GO:0009141,nucleoside triphosphate metabolic proces...,150,2,0.28,0.0312,1
GO:0034655,nucleobase-containing compound catabolic...,153,2,0.28,0.0323,1
GO:0009734,auxin-activated signaling pathway,154,2,0.28,0.0327,1
GO:0071365,cellular response to auxin stimulus,154,2,0.28,0.0327,1
GO:0009629,response to gravity,18,1,0.03,0.0328,1
GO:0009630,gravitropism,18,1,0.03,0.0328,1
GO:0015977,carbon fixation,18,1,0.03,0.0328,1
GO:1901292,nucleoside phosphate catabolic process,19,1,0.04,0.0346,1
GO:0009755,hormone-mediated signaling pathway,391,3,0.72,0.0348,1
