GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0032543,mitochondrial translation,10,2,0.01,2.7e-05,0.1321
GO:0140053,mitochondrial gene expression,22,2,0.02,0.00014,0.3424
GO:0000025,maltose catabolic process,2,1,0,0.0016,1
GO:0000023,maltose metabolic process,3,1,0,0.0024,1
GO:0019346,transsulfuration,4,1,0,0.0032,1
GO:0050667,homocysteine metabolic process,4,1,0,0.0032,1
GO:0009092,homoserine metabolic process,5,1,0,0.004,1
GO:0006412,translation,424,3,0.34,0.00417,1
GO:0043043,peptide biosynthetic process,447,3,0.36,0.00483,1
GO:0043604,amide biosynthetic process,501,3,0.4,0.00664,1
GO:0006518,peptide metabolic process,504,3,0.4,0.00675,1
GO:0046352,disaccharide catabolic process,11,1,0.01,0.00878,1
GO:0003032,detection of oxygen,12,1,0.01,0.00957,1
GO:0009313,oligosaccharide catabolic process,12,1,0.01,0.00957,1
GO:0018158,protein oxidation,12,1,0.01,0.00957,1
GO:0018171,peptidyl-cysteine oxidation,12,1,0.01,0.00957,1
GO:0070483,detection of hypoxia,12,1,0.01,0.00957,1
GO:0043603,cellular amide metabolic process,605,3,0.48,0.01115,1
GO:0009593,detection of chemical stimulus,14,1,0.01,0.01116,1
GO:0018198,peptidyl-cysteine modification,16,1,0.01,0.01274,1
GO:1901566,organonitrogen compound biosynthetic pro...,1241,4,0.99,0.0139,1
GO:0009086,methionine biosynthetic process,18,1,0.01,0.01433,1
GO:0006555,methionine metabolic process,19,1,0.02,0.01512,1
GO:0051606,detection of stimulus,21,1,0.02,0.0167,1
GO:0001666,response to hypoxia,24,1,0.02,0.01906,1
GO:0006534,cysteine metabolic process,24,1,0.02,0.01906,1
GO:0036293,response to decreased oxygen levels,26,1,0.02,0.02063,1
GO:0070482,response to oxygen levels,26,1,0.02,0.02063,1
GO:0000097,sulfur amino acid biosynthetic process,37,1,0.03,0.02925,1
GO:0009067,aspartate family amino acid biosynthetic...,37,1,0.03,0.02925,1
GO:0009069,serine family amino acid metabolic proce...,37,1,0.03,0.02925,1
GO:0009066,aspartate family amino acid metabolic pr...,39,1,0.03,0.0308,1
GO:0000096,sulfur amino acid metabolic process,43,1,0.03,0.03391,1
GO:0006520,cellular amino acid metabolic process,415,2,0.33,0.04223,1
GO:0009987,cellular process,12731,13,10.2,0.04251,1
GO:0044275,cellular carbohydrate catabolic process,56,1,0.04,0.04395,1
GO:0071805,potassium ion transmembrane transport,61,1,0.05,0.04779,1
GO:0044262,cellular carbohydrate metabolic process,452,2,0.36,0.04928,1
GO:0044267,cellular protein metabolic process,3725,6,2.98,0.0556,1
GO:0006813,potassium ion transport,75,1,0.06,0.05846,1
GO:0030244,cellulose biosynthetic process,79,1,0.06,0.06148,1
GO:0034645,cellular macromolecule biosynthetic proc...,1959,4,1.57,0.06188,1
GO:0009059,macromolecule biosynthetic process,2007,4,1.61,0.06665,1
GO:0005984,disaccharide metabolic process,90,1,0.07,0.06976,1
GO:0030243,cellulose metabolic process,91,1,0.07,0.07051,1
GO:0007018,microtubule-based movement,94,1,0.08,0.07276,1
GO:1901564,organonitrogen compound metabolic proces...,5084,7,4.07,0.07699,1
GO:0051274,beta-glucan biosynthetic process,110,1,0.09,0.08464,1
GO:0009311,oligosaccharide metabolic process,116,1,0.09,0.08906,1
GO:0019538,protein metabolic process,4186,6,3.35,0.0912,1
