GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0010466,negative regulation of peptidase activit...,29,11,0.49,7.7e-13,0
GO:0010951,negative regulation of endopeptidase act...,29,11,0.49,7.7e-13,0
GO:0045861,negative regulation of proteolysis,29,11,0.49,7.7e-13,0
GO:0052548,regulation of endopeptidase activity,29,11,0.49,7.7e-13,0
GO:0052547,regulation of peptidase activity,30,11,0.51,1.2e-12,0
GO:0051346,negative regulation of hydrolase activit...,42,12,0.72,3.4e-12,0
GO:0030162,regulation of proteolysis,50,11,0.85,6.1e-10,0
GO:0043086,negative regulation of catalytic activit...,66,12,1.13,1e-09,0
GO:0044092,negative regulation of molecular functio...,67,12,1.14,1.3e-09,0
GO:0051336,regulation of hydrolase activity,71,12,1.21,2.5e-09,0
GO:0009611,response to wounding,43,9,0.73,3.7e-08,0
GO:0032269,negative regulation of cellular protein ...,111,12,1.89,4.2e-07,2e-04
GO:0051248,negative regulation of protein metabolic...,112,12,1.91,4.7e-07,2e-04
GO:0051172,negative regulation of nitrogen compound...,261,14,4.45,0.00016,0.0559
GO:0031324,negative regulation of cellular metaboli...,268,14,4.57,0.00022,0.0717
GO:0050790,regulation of catalytic activity,303,14,5.17,0.00074,0.1976
GO:0032268,regulation of cellular protein metabolic...,269,13,4.59,0.00075,0.1976
GO:0006022,aminoglycan metabolic process,12,3,0.2,0.00097,0.1976
GO:0006026,aminoglycan catabolic process,12,3,0.2,0.00097,0.1976
GO:0006030,chitin metabolic process,12,3,0.2,0.00097,0.1976
GO:0006032,chitin catabolic process,12,3,0.2,0.00097,0.1976
GO:0046348,amino sugar catabolic process,12,3,0.2,0.00097,0.1976
GO:1901071,glucosamine-containing compound metaboli...,12,3,0.2,0.00097,0.1976
GO:1901072,glucosamine-containing compound cataboli...,12,3,0.2,0.00097,0.1976
GO:0065009,regulation of molecular function,313,14,5.34,0.00101,0.1976
GO:0051246,regulation of protein metabolic process,281,13,4.8,0.00112,0.2107
GO:0006040,amino sugar metabolic process,28,4,0.48,0.00123,0.2229
GO:0010190,cytochrome b6f complex assembly,4,2,0.07,0.0017,0.297
GO:0048523,negative regulation of cellular process,386,15,6.59,0.00269,0.4538
GO:0016998,cell wall macromolecule catabolic proces...,19,3,0.32,0.00389,0.6241
GO:0035442,dipeptide transmembrane transport,6,2,0.1,0.00416,0.6241
GO:0042938,dipeptide transport,6,2,0.1,0.00416,0.6241
GO:0010605,negative regulation of macromolecule met...,445,16,7.59,0.00421,0.6241
GO:0006508,proteolysis,878,26,14.98,0.00449,0.646
GO:0009892,negative regulation of metabolic process,456,16,7.78,0.0053,0.7408
GO:0042939,tripeptide transport,7,2,0.12,0.00576,0.7827
GO:0080090,regulation of primary metabolic process,766,23,13.07,0.00628,0.8303
GO:0031407,oxylipin metabolic process,23,3,0.39,0.00676,0.8479
GO:0031408,oxylipin biosynthetic process,23,3,0.39,0.00676,0.8479
GO:0016053,organic acid biosynthetic process,350,13,5.97,0.00731,0.8619
GO:0046394,carboxylic acid biosynthetic process,350,13,5.97,0.00731,0.8619
GO:0017144,drug metabolic process,273,11,4.66,0.0074,0.8619
GO:0016102,diterpenoid biosynthetic process,24,3,0.41,0.00763,0.868
GO:0006563,L-serine metabolic process,25,3,0.43,0.00857,0.9327
GO:0051171,regulation of nitrogen compound metaboli...,742,22,12.66,0.00858,0.9327
GO:0044283,small molecule biosynthetic process,486,16,8.29,0.0095,1
GO:0044036,cell wall macromolecule metabolic proces...,50,4,0.85,0.01033,1
GO:0035672,oligopeptide transmembrane transport,53,4,0.9,0.01263,1
GO:0016101,diterpenoid metabolic process,30,3,0.51,0.01421,1
GO:0000292,RNA fragment catabolic process,1,1,0.02,0.01707,1
