GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0000959,mitochondrial RNA metabolic process,19,5,0.82,0.001,1
GO:0015994,chlorophyll metabolic process,22,5,0.95,0.0021,1
GO:1900864,mitochondrial RNA modification,7,3,0.3,0.0024,1
GO:0000963,mitochondrial RNA processing,8,3,0.34,0.0038,1
GO:0033013,tetrapyrrole metabolic process,49,7,2.11,0.0047,1
GO:0000079,regulation of cyclin-dependent protein s...,17,4,0.73,0.0052,1
GO:1904029,regulation of cyclin-dependent protein k...,17,4,0.73,0.0052,1
GO:0045736,negative regulation of cyclin-dependent ...,9,3,0.39,0.0055,1
GO:1904030,negative regulation of cyclin-dependent ...,9,3,0.39,0.0055,1
GO:0006469,negative regulation of protein kinase ac...,10,3,0.43,0.0076,1
GO:0033673,negative regulation of kinase activity,10,3,0.43,0.0076,1
GO:0071901,negative regulation of protein serine/th...,10,3,0.43,0.0076,1
GO:0071900,regulation of protein serine/threonine k...,20,4,0.86,0.0095,1
GO:0006778,porphyrin-containing compound metabolic ...,43,6,1.85,0.0098,1
GO:0001933,negative regulation of protein phosphory...,12,3,0.52,0.0131,1
GO:0042326,negative regulation of phosphorylation,12,3,0.52,0.0131,1
GO:0051726,regulation of cell cycle,60,7,2.59,0.0142,1
GO:0048519,negative regulation of biological proces...,405,27,17.46,0.0164,1
GO:0080156,mitochondrial mRNA modification,5,2,0.22,0.017,1
GO:0033043,regulation of organelle organization,78,8,3.36,0.0188,1
GO:0006305,DNA alkylation,14,3,0.6,0.0203,1
GO:0006306,DNA methylation,14,3,0.6,0.0203,1
GO:0051348,negative regulation of transferase activ...,14,3,0.6,0.0203,1
GO:0010639,negative regulation of organelle organiz...,25,4,1.08,0.021,1
GO:0031400,negative regulation of protein modificat...,25,4,1.08,0.021,1
GO:0045859,regulation of protein kinase activity,25,4,1.08,0.021,1
GO:0007015,actin filament organization,81,8,3.49,0.0231,1
GO:0000373,Group II intron splicing,15,3,0.65,0.0246,1
GO:0010563,negative regulation of phosphorus metabo...,15,3,0.65,0.0246,1
GO:0045936,negative regulation of phosphate metabol...,15,3,0.65,0.0246,1
GO:0055067,monovalent inorganic cation homeostasis,15,3,0.65,0.0246,1
GO:0030036,actin cytoskeleton organization,82,8,3.54,0.0247,1
GO:0032269,negative regulation of cellular protein ...,82,8,3.54,0.0247,1
GO:0002943,tRNA dihydrouridine synthesis,6,2,0.26,0.0248,1
GO:0035821,modulation of process of other organism,6,2,0.26,0.0248,1
GO:0055075,potassium ion homeostasis,6,2,0.26,0.0248,1
GO:0051248,negative regulation of protein metabolic...,83,8,3.58,0.0264,1
GO:0051129,negative regulation of cellular componen...,27,4,1.16,0.0273,1
GO:0006725,cellular aromatic compound metabolic pro...,3019,149,130.18,0.0302,1
GO:0006505,GPI anchor metabolic process,41,5,1.77,0.0305,1
GO:0006506,GPI anchor biosynthetic process,41,5,1.77,0.0305,1
GO:0042440,pigment metabolic process,70,7,3.02,0.0307,1
GO:0043549,regulation of kinase activity,28,4,1.21,0.0308,1
GO:0051128,regulation of cellular component organiz...,102,9,4.4,0.0318,1
GO:0046483,heterocycle metabolic process,2937,145,126.64,0.0323,1
GO:0001932,regulation of protein phosphorylation,29,4,1.25,0.0345,1
GO:0015979,photosynthesis,88,8,3.79,0.0357,1
GO:1901360,organic cyclic compound metabolic proces...,3088,151,133.15,0.0386,1
GO:0140053,mitochondrial gene expression,18,3,0.78,0.0402,1
GO:0008380,RNA splicing,141,11,6.08,0.0413,1
