GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:1901360,organic cyclic compound metabolic proces...,3088,490,437.76,0.0011,1
GO:0046483,heterocycle metabolic process,2937,466,416.36,0.0015,1
GO:0006139,nucleobase-containing compound metabolic...,2776,442,393.53,0.0016,1
GO:0090304,nucleic acid metabolic process,2465,394,349.45,0.0024,1
GO:0006725,cellular aromatic compound metabolic pro...,3019,475,427.98,0.0027,1
GO:0061615,glycolytic process through fructose-6-ph...,19,8,2.69,0.0028,1
GO:0030639,polyketide biosynthetic process,3,3,0.43,0.0028,1
GO:0033331,ent-kaurene metabolic process,3,3,0.43,0.0028,1
GO:0006002,fructose 6-phosphate metabolic process,12,6,1.7,0.0035,1
GO:0046470,phosphatidylcholine metabolic process,12,6,1.7,0.0035,1
GO:0034641,cellular nitrogen compound metabolic pro...,3139,490,444.99,0.0043,1
GO:0032196,transposition,82,21,11.62,0.0043,1
GO:0006656,phosphatidylcholine biosynthetic process,9,5,1.28,0.0044,1
GO:0016567,protein ubiquitination,324,63,45.93,0.005,1
GO:0006298,mismatch repair,39,12,5.53,0.0061,1
GO:0000012,single strand break repair,4,3,0.57,0.0102,1
GO:0010952,positive regulation of peptidase activit...,4,3,0.57,0.0102,1
GO:0030638,polyketide metabolic process,4,3,0.57,0.0102,1
GO:0071470,cellular response to osmotic stress,4,3,0.57,0.0102,1
GO:0072348,sulfur compound transport,23,8,3.26,0.0109,1
GO:0032446,protein modification by small protein co...,342,64,48.48,0.011,1
GO:0009657,plastid organization,62,16,8.79,0.011,1
GO:0006259,DNA metabolic process,1024,170,145.17,0.0124,1
GO:0006438,valyl-tRNA aminoacylation,11,5,1.56,0.0125,1
GO:0006955,immune response,58,15,8.22,0.0133,1
GO:0045087,innate immune response,53,14,7.51,0.0136,1
GO:0002376,immune system process,65,16,9.21,0.0173,1
GO:0010267,production of ta-siRNAs involved in RNA ...,8,4,1.13,0.0175,1
GO:0008272,sulfate transport,16,6,2.27,0.0181,1
GO:0016070,RNA metabolic process,1429,229,202.58,0.0192,1
GO:0006592,ornithine biosynthetic process,2,2,0.28,0.0201,1
GO:0010241,ent-kaurene oxidation to kaurenoic acid,2,2,0.28,0.0201,1
GO:0040034,regulation of development, heterochronic,2,2,0.28,0.0201,1
GO:0048506,regulation of timing of meristematic pha...,2,2,0.28,0.0201,1
GO:0048510,regulation of timing of transition from ...,2,2,0.28,0.0201,1
GO:0048598,embryonic morphogenesis,2,2,0.28,0.0201,1
GO:0000184,nuclear-transcribed mRNA catabolic proce...,21,7,2.98,0.0215,1
GO:0044093,positive regulation of molecular functio...,56,14,7.94,0.0219,1
GO:0006370,7-methylguanosine mRNA capping,5,3,0.71,0.0227,1
GO:0009686,gibberellin biosynthetic process,5,3,0.71,0.0227,1
GO:0032456,endocytic recycling,5,3,0.71,0.0227,1
GO:0006281,DNA repair,343,62,48.62,0.0242,1
GO:0042446,hormone biosynthetic process,31,9,4.39,0.0244,1
GO:0015074,DNA integration,275,51,38.98,0.0249,1
GO:0033554,cellular response to stress,491,85,69.61,0.0268,1
GO:0015846,polyamine transport,9,4,1.28,0.028,1
GO:0098876,vesicle-mediated transport to the plasma...,9,4,1.28,0.028,1
GO:1902047,polyamine transmembrane transport,9,4,1.28,0.028,1
GO:0006289,nucleotide-excision repair,37,10,5.25,0.0295,1
GO:0051028,mRNA transport,37,10,5.25,0.0295,1
