GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0000398,mRNA splicing, via spliceosome,97,1,0.03,0.032,1
GO:0000377,RNA splicing, via transesterification re...,112,1,0.04,0.037,1
GO:0000375,RNA splicing, via transesterification re...,113,1,0.04,0.037,1
GO:0008380,RNA splicing,141,1,0.05,0.046,1
GO:0006397,mRNA processing,205,1,0.07,0.067,1
GO:0016071,mRNA metabolic process,282,1,0.09,0.091,1
GO:0006396,RNA processing,527,1,0.18,0.164,1
GO:0006508,proteolysis,617,1,0.21,0.19,1
GO:0016070,RNA metabolic process,1429,1,0.48,0.397,1
GO:0010467,gene expression,1459,1,0.49,0.404,1
GO:0090304,nucleic acid metabolic process,2465,1,0.82,0.601,1
GO:0043170,macromolecule metabolic process,5686,2,1.89,0.646,1
GO:0006139,nucleobase-containing compound metabolic...,2776,1,0.92,0.65,1
GO:0046483,heterocycle metabolic process,2937,1,0.98,0.674,1
GO:0006725,cellular aromatic compound metabolic pro...,3019,1,1.01,0.686,1
GO:0006807,nitrogen compound metabolic process,6059,2,2.02,0.694,1
GO:1901360,organic cyclic compound metabolic proces...,3088,1,1.03,0.695,1
GO:0019538,protein metabolic process,3134,1,1.04,0.702,1
GO:0034641,cellular nitrogen compound metabolic pro...,3139,1,1.05,0.702,1
GO:1901564,organonitrogen compound metabolic proces...,3808,1,1.27,0.782,1
GO:0044238,primary metabolic process,6869,2,2.29,0.787,1
GO:0071704,organic substance metabolic process,7289,2,2.43,0.829,1
GO:0008152,metabolic process,7686,2,2.56,0.864,1
GO:0044237,cellular metabolic process,6863,1,2.29,0.966,1
GO:0009987,cellular process,9324,1,3.1,0.997,1
GO:0008150,biological_process,11832,2,3.94,1,1
GO:0000002,mitochondrial genome maintenance,3,0,0,1,1
GO:0000003,reproduction,330,0,0.11,1,1
GO:0000012,single strand break repair,4,0,0,1,1
GO:0000018,regulation of DNA recombination,9,0,0,1,1
GO:0000027,ribosomal large subunit assembly,5,0,0,1,1
GO:0000028,ribosomal small subunit assembly,4,0,0,1,1
GO:0000041,transition metal ion transport,28,0,0.01,1,1
GO:0000045,autophagosome assembly,8,0,0,1,1
GO:0000050,urea cycle,2,0,0,1,1
GO:0000054,ribosomal subunit export from nucleus,4,0,0,1,1
GO:0000055,ribosomal large subunit export from nucl...,2,0,0,1,1
GO:0000056,ribosomal small subunit export from nucl...,2,0,0,1,1
GO:0000070,mitotic sister chromatid segregation,34,0,0.01,1,1
GO:0000075,cell cycle checkpoint,21,0,0.01,1,1
GO:0000076,DNA replication checkpoint,5,0,0,1,1
GO:0000077,DNA damage checkpoint,10,0,0,1,1
GO:0000079,regulation of cyclin-dependent protein s...,17,0,0.01,1,1
GO:0000082,G1/S transition of mitotic cell cycle,6,0,0,1,1
GO:0000083,regulation of transcription involved in ...,1,0,0,1,1
GO:0000086,G2/M transition of mitotic cell cycle,7,0,0,1,1
GO:0000096,sulfur amino acid metabolic process,28,0,0.01,1,1
GO:0000097,sulfur amino acid biosynthetic process,23,0,0.01,1,1
GO:0000098,sulfur amino acid catabolic process,1,0,0,1,1
GO:0000103,sulfate assimilation,9,0,0,1,1
