GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0033306,phytol metabolic process,1,1,0.01,0.0057,1
GO:1903173,fatty alcohol metabolic process,1,1,0.01,0.0057,1
GO:0035510,DNA dealkylation,23,2,0.13,0.0075,1
GO:0080111,DNA demethylation,23,2,0.13,0.0075,1
GO:0015748,organophosphate ester transport,72,3,0.41,0.008,1
GO:0034204,lipid translocation,27,2,0.15,0.0103,1
GO:0071275,cellular response to aluminum ion,2,1,0.01,0.0113,1
GO:0090229,negative regulation of red or far-red li...,2,1,0.01,0.0113,1
GO:0097035,regulation of membrane lipid distributio...,29,2,0.16,0.0118,1
GO:0015914,phospholipid transport,33,2,0.19,0.0151,1
GO:0006421,asparaginyl-tRNA aminoacylation,3,1,0.02,0.017,1
GO:0009395,phospholipid catabolic process,3,1,0.02,0.017,1
GO:0010189,vitamin E biosynthetic process,3,1,0.02,0.017,1
GO:0042360,vitamin E metabolic process,3,1,0.02,0.017,1
GO:0042371,vitamin K biosynthetic process,3,1,0.02,0.017,1
GO:0042373,vitamin K metabolic process,3,1,0.02,0.017,1
GO:0050826,response to freezing,3,1,0.02,0.017,1
GO:1900367,positive regulation of defense response ...,3,1,0.02,0.017,1
GO:2000068,regulation of defense response to insect,3,1,0.02,0.017,1
GO:0006284,base-excision repair,39,2,0.22,0.0207,1
GO:0015713,phosphoglycerate transmembrane transport,4,1,0.02,0.0225,1
GO:0033198,response to ATP,4,1,0.02,0.0225,1
GO:0042873,aldonate transmembrane transport,4,1,0.02,0.0225,1
GO:0071318,cellular response to ATP,4,1,0.02,0.0225,1
GO:0106167,extracellular ATP signaling,4,1,0.02,0.0225,1
GO:0044728,DNA methylation or demethylation,42,2,0.24,0.0238,1
GO:0006304,DNA modification,43,2,0.24,0.0249,1
GO:0006775,fat-soluble vitamin metabolic process,5,1,0.03,0.0281,1
GO:0015669,gas transport,5,1,0.03,0.0281,1
GO:0015671,oxygen transport,5,1,0.03,0.0281,1
GO:0042362,fat-soluble vitamin biosynthetic process,5,1,0.03,0.0281,1
GO:0070417,cellular response to cold,5,1,0.03,0.0281,1
GO:0090227,regulation of red or far-red light signa...,5,1,0.03,0.0281,1
GO:0002213,defense response to insect,6,1,0.03,0.0336,1
GO:0010584,pollen exine formation,6,1,0.03,0.0336,1
GO:0014074,response to purine-containing compound,6,1,0.03,0.0336,1
GO:0070988,demethylation,53,2,0.3,0.0366,1
GO:0031670,cellular response to nutrient,7,1,0.04,0.0391,1
GO:0046683,response to organophosphorus,7,1,0.04,0.0391,1
GO:0071248,cellular response to metal ion,7,1,0.04,0.0391,1
GO:0010208,pollen wall assembly,8,1,0.05,0.0446,1
GO:0071241,cellular response to inorganic substance,8,1,0.05,0.0446,1
GO:0071417,cellular response to organonitrogen comp...,8,1,0.05,0.0446,1
GO:0046470,phosphatidylcholine metabolic process,9,1,0.05,0.05,1
GO:0007584,response to nutrient,10,1,0.06,0.0554,1
GO:0010044,response to aluminum ion,10,1,0.06,0.0554,1
GO:0010017,red or far-red light signaling pathway,11,1,0.06,0.0608,1
GO:0071489,cellular response to red or far red ligh...,11,1,0.06,0.0608,1
GO:1901699,cellular response to nitrogen compound,11,1,0.06,0.0608,1
GO:0015711,organic anion transport,160,3,0.91,0.0633,1
