GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0032543,mitochondrial translation,10,2,0.01,6.9e-05,0.3375
GO:0140053,mitochondrial gene expression,22,2,0.03,0.00035,0.8561
GO:0000025,maltose catabolic process,2,1,0,0.00253,1
GO:0000023,maltose metabolic process,3,1,0,0.0038,1
GO:0019346,transsulfuration,4,1,0.01,0.00506,1
GO:0050667,homocysteine metabolic process,4,1,0.01,0.00506,1
GO:0009092,homoserine metabolic process,5,1,0.01,0.00633,1
GO:0046352,disaccharide catabolic process,11,1,0.01,0.01387,1
GO:0003032,detection of oxygen,12,1,0.02,0.01512,1
GO:0009313,oligosaccharide catabolic process,12,1,0.02,0.01512,1
GO:0018158,protein oxidation,12,1,0.02,0.01512,1
GO:0018171,peptidyl-cysteine oxidation,12,1,0.02,0.01512,1
GO:0070483,detection of hypoxia,12,1,0.02,0.01512,1
GO:0006412,translation,424,3,0.54,0.01618,1
GO:0009593,detection of chemical stimulus,14,1,0.02,0.01761,1
GO:0043043,peptide biosynthetic process,447,3,0.57,0.0186,1
GO:0018198,peptidyl-cysteine modification,16,1,0.02,0.02011,1
GO:0009086,methionine biosynthetic process,18,1,0.02,0.02259,1
GO:0006555,methionine metabolic process,19,1,0.02,0.02383,1
GO:0043604,amide biosynthetic process,501,3,0.64,0.02504,1
GO:0006518,peptide metabolic process,504,3,0.64,0.02543,1
GO:0051606,detection of stimulus,21,1,0.03,0.02631,1
GO:0001666,response to hypoxia,24,1,0.03,0.03001,1
GO:0006534,cysteine metabolic process,24,1,0.03,0.03001,1
GO:0036293,response to decreased oxygen levels,26,1,0.03,0.03247,1
GO:0070482,response to oxygen levels,26,1,0.03,0.03247,1
GO:0043603,cellular amide metabolic process,605,3,0.77,0.04045,1
GO:0000097,sulfur amino acid biosynthetic process,37,1,0.05,0.0459,1
GO:0009067,aspartate family amino acid biosynthetic...,37,1,0.05,0.0459,1
GO:0009069,serine family amino acid metabolic proce...,37,1,0.05,0.0459,1
GO:0009066,aspartate family amino acid metabolic pr...,39,1,0.05,0.04833,1
GO:0000096,sulfur amino acid metabolic process,43,1,0.05,0.05315,1
GO:0044275,cellular carbohydrate catabolic process,56,1,0.07,0.06868,1
GO:1901566,organonitrogen compound biosynthetic pro...,1241,4,1.57,0.0697,1
GO:0071805,potassium ion transmembrane transport,61,1,0.08,0.07458,1
GO:0006813,potassium ion transport,75,1,0.1,0.09093,1
GO:0030244,cellulose biosynthetic process,79,1,0.1,0.09555,1
GO:0006520,cellular amino acid metabolic process,415,2,0.53,0.09682,1
GO:0005984,disaccharide metabolic process,90,1,0.11,0.10813,1
GO:0030243,cellulose metabolic process,91,1,0.12,0.10926,1
GO:0044262,cellular carbohydrate metabolic process,452,2,0.57,0.11167,1
GO:0007018,microtubule-based movement,94,1,0.12,0.11266,1
GO:0051274,beta-glucan biosynthetic process,110,1,0.14,0.13058,1
GO:0009311,oligosaccharide metabolic process,116,1,0.15,0.1372,1
GO:0044272,sulfur compound biosynthetic process,122,1,0.15,0.14378,1
GO:0051273,beta-glucan metabolic process,122,1,0.15,0.14378,1
GO:0006928,movement of cell or subcellular componen...,128,1,0.16,0.15031,1
GO:1901607,alpha-amino acid biosynthetic process,144,1,0.18,0.16749,1
GO:0009250,glucan biosynthetic process,157,1,0.2,0.1812,1
GO:0008652,cellular amino acid biosynthetic process,160,1,0.2,0.18433,1
