GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0005985,sucrose metabolic process,49,4,0.54,0.0021,1
GO:0031667,response to nutrient levels,56,4,0.62,0.0034,1
GO:0005975,carbohydrate metabolic process,735,17,8.13,0.0035,1
GO:0006526,arginine biosynthetic process,9,2,0.1,0.0042,1
GO:0032104,regulation of response to extracellular ...,9,2,0.1,0.0042,1
GO:0032107,regulation of response to nutrient level...,9,2,0.1,0.0042,1
GO:0006950,response to stress,2893,47,32.01,0.0043,1
GO:0009991,response to extracellular stimulus,61,4,0.67,0.0047,1
GO:0006525,arginine metabolic process,10,2,0.11,0.0052,1
GO:0010020,chloroplast fission,11,2,0.12,0.0063,1
GO:0043572,plastid fission,11,2,0.12,0.0063,1
GO:0030245,cellulose catabolic process,12,2,0.13,0.0075,1
GO:0051275,beta-glucan catabolic process,12,2,0.13,0.0075,1
GO:0008150,biological_process,16230,197,179.57,0.008,1
GO:0000911,cytokinesis by cell plate formation,13,2,0.14,0.0088,1
GO:0007020,microtubule nucleation,13,2,0.14,0.0088,1
GO:0032101,regulation of response to external stimu...,74,4,0.82,0.0092,1
GO:0009311,oligosaccharide metabolic process,116,5,1.28,0.0095,1
GO:0032103,positive regulation of response to exter...,40,3,0.44,0.0098,1
GO:1905393,plant organ formation,14,2,0.15,0.0102,1
GO:0009235,cobalamin metabolic process,1,1,0.01,0.0111,1
GO:0009236,cobalamin biosynthetic process,1,1,0.01,0.0111,1
GO:0009963,positive regulation of flavonoid biosynt...,1,1,0.01,0.0111,1
GO:0031221,arabinan metabolic process,1,1,0.01,0.0111,1
GO:0035884,arabinan biosynthetic process,1,1,0.01,0.0111,1
GO:0097320,plasma membrane tubulation,1,1,0.01,0.0111,1
GO:1903525,regulation of membrane tubulation,1,1,0.01,0.0111,1
GO:1903527,positive regulation of membrane tubulati...,1,1,0.01,0.0111,1
GO:1903729,regulation of plasma membrane organizati...,1,1,0.01,0.0111,1
GO:0044262,cellular carbohydrate metabolic process,452,11,5,0.0123,1
GO:0048285,organelle fission,124,5,1.37,0.0124,1
GO:0046785,microtubule polymerization,17,2,0.19,0.0149,1
GO:0033554,cellular response to stress,722,15,7.99,0.015,1
GO:0009100,glycoprotein metabolic process,184,6,2.04,0.0168,1
GO:0005984,disaccharide metabolic process,90,4,1,0.0178,1
GO:0031109,microtubule polymerization or depolymeri...,19,2,0.21,0.0184,1
GO:0050896,response to stimulus,3963,57,43.85,0.0197,1
GO:0051656,establishment of organelle localization,52,3,0.58,0.0199,1
GO:0000919,cell plate assembly,2,1,0.02,0.022,1
GO:0009920,cell plate formation involved in plant-t...,2,1,0.02,0.022,1
GO:0019323,pentose catabolic process,2,1,0.02,0.022,1
GO:0019478,D-amino acid catabolic process,2,1,0.02,0.022,1
GO:0042450,arginine biosynthetic process via ornith...,2,1,0.02,0.022,1
GO:0042843,D-xylose catabolic process,2,1,0.02,0.022,1
GO:0070841,inclusion body assembly,2,1,0.02,0.022,1
GO:0090083,regulation of inclusion body assembly,2,1,0.02,0.022,1
GO:0090084,negative regulation of inclusion body as...,2,1,0.02,0.022,1
GO:0097201,negative regulation of transcription fro...,2,1,0.02,0.022,1
GO:1902626,assembly of large subunit precursor of p...,2,1,0.02,0.022,1
GO:2000904,regulation of starch metabolic process,2,1,0.02,0.022,1
