Gene Category Clique
OG863594 intersection 1
OG0475680 intersection 2
OG1573197 disjoint 2
OG2359560 intersection 2
OG1192707 intersection 3
OG0064982 intersection 4
OG0081453 disjoint 4
OG0084685 intersection 4
OG0142323 disjoint 4
OG0164425 disjoint 4
OG0198934 disjoint 4
OG0212368 disjoint 4
OG0231211 disjoint 4
OG0241211 intersection 4
OG0253732 intersection 4
OG0359502 intersection 4
OG0359821 intersection 4
OG0360933 disjoint 4
OG0413367 disjoint 4
OG0475603 disjoint 4
OG0526992 intersection 4
OG1093143 intersection 4
OG1106623 intersection 4
OG1331377 intersection 4
OG1375497 intersection 4
OG1588801 intersection 4
OG1702976 intersection 4
OG2148088 disjoint 4
OG2227784 disjoint 4
OG2231165 disjoint 4
OG2337101 intersection 4
OG2524207 disjoint 4
OG2598149 intersection 4
OG2679016 intersection 4
OG2787375 intersection 4
OG2810521 intersection 4
OG2927939 intersection 4
OG3088068 intersection 4
OG3093683 disjoint 4
OG3126720 disjoint 4
OG3140264 intersection 4
OG3174588 disjoint 4
OG3348259 intersection 4
OG3349397 intersection 4
OG515263 disjoint 4
OG642253 disjoint 4
OG675516 intersection 4
OG854446 disjoint 4
OG952348 intersection 4
OG337413 intersection 5
OG0174872 intersection 6
OG586574 intersection 7
OG0394148 intersection 8
OG399827 intersection 9
OG0323208 intersection 10
OG2377936 intersection 10
OG0169051 intersection 11
OG0450103 intersection 12
OG0454164 intersection 12
OG0250962 intersection 13
OG0324641 intersection 14
OG1682801 intersection 15
OG0128531 intersection 16
OG1256295 intersection 16
OG2953918 disjoint 17
OG702523 intersection 17
OG0061332 intersection 18
OG0073860 disjoint 18
OG0077700 intersection 18
OG0092186 intersection 18
OG0103302 intersection 18
OG0120610 intersection 18
OG0138537 intersection 18
OG0140287 intersection 18
OG0142323 disjoint 18
OG0173632 intersection 18
OG0189706 intersection 18
OG0240904 disjoint 18
OG0249667 intersection 18
OG0360180 intersection 18
OG0360933 disjoint 18
OG0364320 intersection 18
OG0413367 disjoint 18
OG0475603 disjoint 18
OG0477204 intersection 18
OG0485670 intersection 18
OG0489346 intersection 18
OG0534667 disjoint 18
OG1072147 intersection 18
OG1103072 intersection 18
OG115302 intersection 18
OG1414560 intersection 18
OG1431856 intersection 18
OG1528680 intersection 18
OG1645308 intersection 18
OG1794170 intersection 18
OG211921 intersection 18
OG2155293 intersection 18
OG2231165 disjoint 18
OG2467128 intersection 18
OG2524207 disjoint 18
OG2905572 intersection 18
OG2994152 intersection 18
OG3006638 intersection 18
OG3174588 disjoint 18
OG3203181 intersection 18
OG3254361 intersection 18
OG503408 disjoint 18
OG735466 disjoint 18
OG804511 intersection 18
OG910637 intersection 18
OG978966 intersection 18
OG995565 disjoint 18
OG0031229 intersection 19
OG0061998 intersection 19
OG0084704 disjoint 19
OG0160230 intersection 19
OG0160721 intersection 19
OG0186620 intersection 19
OG0198743 intersection 19
OG0220663 intersection 19
OG0249070 intersection 19
OG0249128 disjoint 19
OG0253057 disjoint 19
OG0254235 intersection 19
OG0297259 intersection 19
OG0325378 intersection 19
OG0329252 intersection 19
OG0359116 disjoint 19
OG0363130 intersection 19
OG0363829 intersection 19
OG0452323 intersection 19
OG0474741 intersection 19
OG0485995 intersection 19
OG0541595 disjoint 19
OG0551628 intersection 19
OG0552095 disjoint 19
OG1134254 intersection 19
OG1291701 disjoint 19
OG1656120 intersection 19
OG2021518 disjoint 19
OG2494245 disjoint 19
OG2590329 intersection 19
OG2685151 intersection 19
OG2750733 disjoint 19
OG2790800 disjoint 19
