GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006336,DNA replication-independent nucleosome a...,3,1,0,0.0025,1
GO:0034724,DNA replication-independent nucleosome o...,3,1,0,0.0025,1
GO:0006334,nucleosome assembly,27,1,0.02,0.0221,1
GO:0034728,nucleosome organization,30,1,0.02,0.0245,1
GO:0051028,mRNA transport,39,1,0.03,0.0317,1
GO:0065004,protein-DNA complex assembly,46,1,0.04,0.0373,1
GO:0071824,protein-DNA complex subunit organization,49,1,0.04,0.0397,1
GO:0050657,nucleic acid transport,52,1,0.04,0.0421,1
GO:0050658,RNA transport,52,1,0.04,0.0421,1
GO:0051236,establishment of RNA localization,52,1,0.04,0.0421,1
GO:0006403,RNA localization,55,1,0.05,0.0444,1
GO:0006333,chromatin assembly or disassembly,59,1,0.05,0.0476,1
GO:0031497,chromatin assembly,59,1,0.05,0.0476,1
GO:0006323,DNA packaging,65,1,0.05,0.0523,1
GO:0015931,nucleobase-containing compound transport,77,1,0.06,0.0617,1
GO:0015031,protein transport,632,2,0.52,0.095,1
GO:0045184,establishment of protein localization,644,2,0.53,0.0981,1
GO:0071103,DNA conformation change,127,1,0.1,0.0997,1
GO:0015833,peptide transport,661,2,0.55,0.1025,1
GO:0042886,amide transport,667,2,0.55,0.104,1
GO:0008104,protein localization,686,2,0.57,0.109,1
GO:0070727,cellular macromolecule localization,686,2,0.57,0.109,1
GO:0071705,nitrogen compound transport,763,2,0.63,0.1299,1
GO:0033036,macromolecule localization,788,2,0.65,0.1369,1
GO:0051641,cellular localization,791,2,0.65,0.1377,1
GO:0071702,organic substance transport,908,2,0.75,0.1715,1
GO:0034622,cellular protein-containing complex asse...,259,1,0.21,0.1933,1
GO:0006325,chromatin organization,262,1,0.22,0.1953,1
GO:0065003,protein-containing complex assembly,298,1,0.25,0.2191,1
GO:0043933,protein-containing complex subunit organ...,342,1,0.28,0.2473,1
GO:0051276,chromosome organization,387,1,0.32,0.2751,1
GO:0022607,cellular component assembly,466,1,0.38,0.3215,1
GO:0006810,transport,1464,2,1.21,0.3423,1
GO:0051234,establishment of localization,1481,2,1.22,0.3475,1
GO:0046907,intracellular transport,531,1,0.44,0.3576,1
GO:0051649,establishment of localization in cell,538,1,0.44,0.3614,1
GO:0051179,localization,1545,2,1.27,0.367,1
GO:0044085,cellular component biogenesis,681,1,0.56,0.434,1
GO:0006996,organelle organization,937,1,0.77,0.5447,1
GO:0006468,protein phosphorylation,1108,1,0.91,0.6068,1
GO:0016310,phosphorylation,1304,1,1.08,0.6679,1
GO:0016043,cellular component organization,1423,1,1.17,0.7005,1
GO:0071840,cellular component organization or bioge...,1589,1,1.31,0.7409,1
GO:0006796,phosphate-containing compound metabolic ...,1771,1,1.46,0.7792,1
GO:0006793,phosphorus metabolic process,1790,1,1.48,0.7829,1
GO:0006464,cellular protein modification process,2024,1,1.67,0.8235,1
GO:0036211,protein modification process,2035,1,1.68,0.8252,1
GO:0043412,macromolecule modification,2223,1,1.83,0.8523,1
GO:0044267,cellular protein metabolic process,2537,1,2.09,0.8887,1
GO:0019538,protein metabolic process,2898,1,2.39,0.92,1
