GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0000746,conjugation,1,1,0,0.00079,0.0026
GO:0000747,conjugation with cellular fusion,1,1,0,0.00079,0.0026
GO:0000749,response to pheromone triggering conjuga...,1,1,0,0.00079,0.0026
GO:0019236,response to pheromone,1,1,0,0.00079,0.0026
GO:0031136,positive regulation of conjugation,1,1,0,0.00079,0.0026
GO:0031137,regulation of conjugation with cellular ...,1,1,0,0.00079,0.0026
GO:0031139,positive regulation of conjugation with ...,1,1,0,0.00079,0.0026
GO:0032368,regulation of lipid transport,1,1,0,0.00079,0.0026
GO:0032370,positive regulation of lipid transport,1,1,0,0.00079,0.0026
GO:0043902,positive regulation of multi-organism pr...,1,1,0,0.00079,0.0026
GO:0046999,regulation of conjugation,1,1,0,0.00079,0.0026
GO:0061091,regulation of phospholipid translocation,1,1,0,0.00079,0.0026
GO:0061092,positive regulation of phospholipid tran...,1,1,0,0.00079,0.0026
GO:0071444,cellular response to pheromone,1,1,0,0.00079,0.0026
GO:1903793,positive regulation of anion transport,1,1,0,0.00079,0.0026
GO:2001138,regulation of phospholipid transport,1,1,0,0.00079,0.0026
GO:2001140,positive regulation of phospholipid tran...,1,1,0,0.00079,0.0026
GO:0006706,steroid catabolic process,2,1,0,0.00158,0.004
GO:0016127,sterol catabolic process,2,1,0,0.00158,0.004
GO:0044764,multi-organism cellular process,2,1,0,0.00158,0.004
GO:0140253,cell-cell fusion,2,1,0,0.00158,0.004
GO:1905954,positive regulation of lipid localizatio...,2,1,0,0.00158,0.004
GO:0008153,para-aminobenzoic acid biosynthetic proc...,3,1,0,0.00237,0.0053
GO:0043270,positive regulation of ion transport,3,1,0,0.00237,0.0053
GO:0046482,para-aminobenzoic acid metabolic process,3,1,0,0.00237,0.0053
GO:0009785,blue light signaling pathway,4,1,0,0.00315,0.0063
GO:0071483,cellular response to blue light,4,1,0,0.00315,0.0063
GO:1905952,regulation of lipid localization,4,1,0,0.00315,0.0063
GO:0045332,phospholipid translocation,5,1,0,0.00394,0.0076
GO:0030522,intracellular receptor signaling pathway,7,1,0.01,0.00551,0.01
GO:0044070,regulation of anion transport,7,1,0.01,0.00551,0.01
GO:2000243,positive regulation of reproductive proc...,8,1,0.01,0.0063,0.011
GO:0043900,regulation of multi-organism process,9,1,0.01,0.00708,0.012
GO:0034204,lipid translocation,13,1,0.01,0.01021,0.0163
GO:0097035,regulation of membrane lipid distributio...,13,1,0.01,0.01021,0.0163
GO:0009637,response to blue light,14,1,0.01,0.011,0.0171
GO:0071482,cellular response to light stimulus,17,1,0.01,0.01334,0.0202
GO:0071478,cellular response to radiation,18,1,0.01,0.01412,0.0208
GO:0015914,phospholipid transport,20,1,0.02,0.01567,0.0219
GO:0043269,regulation of ion transport,20,1,0.02,0.01567,0.0219
GO:0016125,sterol metabolic process,27,1,0.02,0.0211,0.0288
GO:1901616,organic hydroxy compound catabolic proce...,29,1,0.02,0.02265,0.0301
GO:0010150,leaf senescence,31,1,0.02,0.02419,0.0301
GO:0042537,benzene-containing compound metabolic pr...,31,1,0.02,0.02419,0.0301
GO:0051050,positive regulation of transport,31,1,0.02,0.02419,0.0301
GO:0090693,plant organ senescence,34,1,0.03,0.0265,0.0323
GO:0015748,organophosphate ester transport,38,1,0.03,0.02958,0.0352
GO:0071214,cellular response to abiotic stimulus,42,1,0.03,0.03264,0.0373
GO:0104004,cellular response to environmental stimu...,42,1,0.03,0.03264,0.0373
GO:0008202,steroid metabolic process,48,1,0.04,0.03722,0.0409
GO:0007568,aging,49,1,0.04,0.03798,0.0409
GO:0009073,aromatic amino acid family biosynthetic ...,49,1,0.04,0.03798,0.0409
GO:0051130,positive regulation of cellular componen...,50,1,0.04,0.03874,0.0409
GO:0034976,response to endoplasmic reticulum stress,51,1,0.04,0.0395,0.041
GO:2000241,regulation of reproductive process,59,1,0.05,0.04556,0.0464
GO:0048366,leaf development,62,1,0.05,0.04783,0.0478
