GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006511,ubiquitin-dependent protein catabolic pr...,166,1,0.06,0.054,1
GO:0019941,modification-dependent protein catabolic...,172,1,0.06,0.056,1
GO:0043632,modification-dependent macromolecule cat...,173,1,0.06,0.056,1
GO:0051603,proteolysis involved in cellular protein...,188,1,0.06,0.061,1
GO:0044257,cellular protein catabolic process,193,1,0.06,0.063,1
GO:0030163,protein catabolic process,201,1,0.07,0.065,1
GO:0050790,regulation of catalytic activity,249,1,0.08,0.08,1
GO:0065009,regulation of molecular function,252,1,0.08,0.081,1
GO:1901565,organonitrogen compound catabolic proces...,287,1,0.1,0.092,1
GO:0044265,cellular macromolecule catabolic process,300,1,0.1,0.096,1
GO:0009057,macromolecule catabolic process,362,1,0.12,0.115,1
GO:0044248,cellular catabolic process,551,1,0.18,0.171,1
GO:0006508,proteolysis,617,1,0.21,0.19,1
GO:1901575,organic substance catabolic process,666,1,0.22,0.204,1
GO:0009056,catabolic process,738,1,0.25,0.224,1
GO:0065007,biological regulation,1860,1,0.62,0.49,1
GO:0044267,cellular protein metabolic process,2782,1,0.93,0.651,1
GO:0019538,protein metabolic process,3134,1,1.04,0.702,1
GO:1901564,organonitrogen compound metabolic proces...,3808,1,1.27,0.782,1
GO:0044260,cellular macromolecule metabolic process,4575,1,1.52,0.853,1
GO:0043170,macromolecule metabolic process,5686,1,1.89,0.923,1
GO:0006807,nitrogen compound metabolic process,6059,1,2.02,0.94,1
GO:0044237,cellular metabolic process,6863,1,2.29,0.966,1
GO:0044238,primary metabolic process,6869,1,2.29,0.966,1
GO:0071704,organic substance metabolic process,7289,1,2.43,0.976,1
GO:0008152,metabolic process,7686,1,2.56,0.983,1
GO:0009987,cellular process,9324,1,3.1,0.997,1
GO:0008150,biological_process,11832,2,3.94,1,1
GO:0000002,mitochondrial genome maintenance,3,0,0,1,1
GO:0000003,reproduction,330,0,0.11,1,1
GO:0000012,single strand break repair,4,0,0,1,1
GO:0000018,regulation of DNA recombination,9,0,0,1,1
GO:0000027,ribosomal large subunit assembly,5,0,0,1,1
GO:0000028,ribosomal small subunit assembly,4,0,0,1,1
GO:0000041,transition metal ion transport,28,0,0.01,1,1
GO:0000045,autophagosome assembly,8,0,0,1,1
GO:0000050,urea cycle,2,0,0,1,1
GO:0000054,ribosomal subunit export from nucleus,4,0,0,1,1
GO:0000055,ribosomal large subunit export from nucl...,2,0,0,1,1
GO:0000056,ribosomal small subunit export from nucl...,2,0,0,1,1
GO:0000070,mitotic sister chromatid segregation,34,0,0.01,1,1
GO:0000075,cell cycle checkpoint,21,0,0.01,1,1
GO:0000076,DNA replication checkpoint,5,0,0,1,1
GO:0000077,DNA damage checkpoint,10,0,0,1,1
GO:0000079,regulation of cyclin-dependent protein s...,17,0,0.01,1,1
GO:0000082,G1/S transition of mitotic cell cycle,6,0,0,1,1
GO:0000083,regulation of transcription involved in ...,1,0,0,1,1
GO:0000086,G2/M transition of mitotic cell cycle,7,0,0,1,1
GO:0000096,sulfur amino acid metabolic process,28,0,0.01,1,1
GO:0000097,sulfur amino acid biosynthetic process,23,0,0.01,1,1
