GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006108,malate metabolic process,11,1,0,0.0046,1
GO:0006099,tricarboxylic acid cycle,21,1,0.01,0.0087,1
GO:0009060,aerobic respiration,42,1,0.02,0.0174,1
GO:0040008,regulation of growth,46,1,0.02,0.019,1
GO:0045333,cellular respiration,49,1,0.02,0.0202,1
GO:0043648,dicarboxylic acid metabolic process,64,1,0.03,0.0264,1
GO:0015980,energy derivation by oxidation of organi...,67,1,0.03,0.0276,1
GO:0040007,growth,84,1,0.03,0.0345,1
GO:0055114,oxidation-reduction process,156,1,0.06,0.0633,1
GO:0006091,generation of precursor metabolites and ...,217,1,0.09,0.0871,1
GO:0016567,protein ubiquitination,324,1,0.13,0.1278,1
GO:0032446,protein modification by small protein co...,342,1,0.14,0.1345,1
GO:0070647,protein modification by small protein co...,408,1,0.17,0.1587,1
GO:0019752,carboxylic acid metabolic process,602,1,0.25,0.2267,1
GO:0043436,oxoacid metabolic process,607,1,0.25,0.2284,1
GO:0006082,organic acid metabolic process,610,1,0.25,0.2294,1
GO:0044281,small molecule metabolic process,1072,1,0.45,0.3734,1
GO:0050789,regulation of biological process,1512,1,0.63,0.4897,1
GO:0065007,biological regulation,1860,1,0.77,0.5688,1
GO:0006464,cellular protein modification process,2376,1,0.99,0.6678,1
GO:0036211,protein modification process,2386,1,0.99,0.6695,1
GO:0043412,macromolecule modification,2670,1,1.11,0.7155,1
GO:0044267,cellular protein metabolic process,2782,1,1.16,0.7322,1
GO:0019538,protein metabolic process,3134,1,1.3,0.7795,1
GO:1901564,organonitrogen compound metabolic proces...,3808,1,1.58,0.8514,1
GO:0044237,cellular metabolic process,6863,2,2.86,0.8891,1
GO:0044238,primary metabolic process,6869,2,2.86,0.8895,1
GO:0044260,cellular macromolecule metabolic process,4575,1,1.9,0.9091,1
GO:0071704,organic substance metabolic process,7289,2,3.03,0.9181,1
GO:0008152,metabolic process,7686,2,3.2,0.9401,1
GO:0043170,macromolecule metabolic process,5686,1,2.37,0.9595,1
GO:0006807,nitrogen compound metabolic process,6059,1,2.52,0.9701,1
GO:0009987,cellular process,9324,2,3.88,0.9897,1
GO:0008150,biological_process,11832,2,4.92,1,1
GO:0000002,mitochondrial genome maintenance,3,0,0,1,1
GO:0000003,reproduction,330,0,0.14,1,1
GO:0000012,single strand break repair,4,0,0,1,1
GO:0000018,regulation of DNA recombination,9,0,0,1,1
GO:0000027,ribosomal large subunit assembly,5,0,0,1,1
GO:0000028,ribosomal small subunit assembly,4,0,0,1,1
GO:0000041,transition metal ion transport,28,0,0.01,1,1
GO:0000045,autophagosome assembly,8,0,0,1,1
GO:0000050,urea cycle,2,0,0,1,1
GO:0000054,ribosomal subunit export from nucleus,4,0,0,1,1
GO:0000055,ribosomal large subunit export from nucl...,2,0,0,1,1
GO:0000056,ribosomal small subunit export from nucl...,2,0,0,1,1
GO:0000070,mitotic sister chromatid segregation,34,0,0.01,1,1
GO:0000075,cell cycle checkpoint,21,0,0.01,1,1
GO:0000076,DNA replication checkpoint,5,0,0,1,1
GO:0000077,DNA damage checkpoint,10,0,0,1,1
