GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0015074,DNA integration,275,1,0.05,0.045,1
GO:0006259,DNA metabolic process,1024,1,0.17,0.163,1
GO:0090304,nucleic acid metabolic process,2465,1,0.41,0.368,1
GO:0006139,nucleobase-containing compound metabolic...,2776,1,0.46,0.409,1
GO:0046483,heterocycle metabolic process,2937,1,0.49,0.429,1
GO:0006725,cellular aromatic compound metabolic pro...,3019,1,0.5,0.439,1
GO:1901360,organic cyclic compound metabolic proces...,3088,1,0.51,0.448,1
GO:0034641,cellular nitrogen compound metabolic pro...,3139,1,0.52,0.454,1
GO:0044260,cellular macromolecule metabolic process,4575,1,0.76,0.617,1
GO:0043170,macromolecule metabolic process,5686,1,0.95,0.723,1
GO:0006807,nitrogen compound metabolic process,6059,1,1.01,0.754,1
GO:0044237,cellular metabolic process,6863,1,1.14,0.816,1
GO:0044238,primary metabolic process,6869,1,1.14,0.817,1
GO:0071704,organic substance metabolic process,7289,1,1.21,0.845,1
GO:0008152,metabolic process,7686,1,1.28,0.87,1
GO:0009987,cellular process,9324,1,1.55,0.95,1
GO:0008150,biological_process,11832,1,1.97,1,1
GO:0000002,mitochondrial genome maintenance,3,0,0,1,1
GO:0000003,reproduction,330,0,0.05,1,1
GO:0000012,single strand break repair,4,0,0,1,1
GO:0000018,regulation of DNA recombination,9,0,0,1,1
GO:0000027,ribosomal large subunit assembly,5,0,0,1,1
GO:0000028,ribosomal small subunit assembly,4,0,0,1,1
GO:0000041,transition metal ion transport,28,0,0,1,1
GO:0000045,autophagosome assembly,8,0,0,1,1
GO:0000050,urea cycle,2,0,0,1,1
GO:0000054,ribosomal subunit export from nucleus,4,0,0,1,1
GO:0000055,ribosomal large subunit export from nucl...,2,0,0,1,1
GO:0000056,ribosomal small subunit export from nucl...,2,0,0,1,1
GO:0000070,mitotic sister chromatid segregation,34,0,0.01,1,1
GO:0000075,cell cycle checkpoint,21,0,0,1,1
GO:0000076,DNA replication checkpoint,5,0,0,1,1
GO:0000077,DNA damage checkpoint,10,0,0,1,1
GO:0000079,regulation of cyclin-dependent protein s...,17,0,0,1,1
GO:0000082,G1/S transition of mitotic cell cycle,6,0,0,1,1
GO:0000083,regulation of transcription involved in ...,1,0,0,1,1
GO:0000086,G2/M transition of mitotic cell cycle,7,0,0,1,1
GO:0000096,sulfur amino acid metabolic process,28,0,0,1,1
GO:0000097,sulfur amino acid biosynthetic process,23,0,0,1,1
GO:0000098,sulfur amino acid catabolic process,1,0,0,1,1
GO:0000103,sulfate assimilation,9,0,0,1,1
GO:0000105,histidine biosynthetic process,5,0,0,1,1
GO:0000122,negative regulation of transcription by ...,11,0,0,1,1
GO:0000154,rRNA modification,20,0,0,1,1
GO:0000160,phosphorelay signal transduction system,65,0,0.01,1,1
GO:0000162,tryptophan biosynthetic process,12,0,0,1,1
GO:0000165,MAPK cascade,6,0,0,1,1
GO:0000184,nuclear-transcribed mRNA catabolic proce...,21,0,0,1,1
GO:0000209,protein polyubiquitination,28,0,0,1,1
GO:0000212,meiotic spindle organization,5,0,0,1,1
