GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006099,tricarboxylic acid cycle,21,2,0.07,0.0021,1
GO:0043153,entrainment of circadian clock by photop...,1,1,0,0.0032,1
GO:0032922,circadian regulation of gene expression,2,1,0.01,0.0065,1
GO:0009060,aerobic respiration,42,2,0.14,0.0081,1
GO:0045333,cellular respiration,49,2,0.16,0.011,1
GO:0009649,entrainment of circadian clock,4,1,0.01,0.0129,1
GO:0055114,oxidation-reduction process,156,3,0.51,0.0139,1
GO:0006116,NADH oxidation,6,1,0.02,0.0193,1
GO:0006734,NADH metabolic process,6,1,0.02,0.0193,1
GO:0015980,energy derivation by oxidation of organi...,67,2,0.22,0.0199,1
GO:0042752,regulation of circadian rhythm,7,1,0.02,0.0225,1
GO:0019674,NAD metabolic process,8,1,0.03,0.0257,1
GO:0006869,lipid transport,81,2,0.26,0.0283,1
GO:0006091,generation of precursor metabolites and ...,217,3,0.7,0.033,1
GO:0010876,lipid localization,88,2,0.29,0.033,1
GO:0015979,photosynthesis,88,2,0.29,0.033,1
GO:0006108,malate metabolic process,11,1,0.04,0.0352,1
GO:0009765,photosynthesis, light harvesting,12,1,0.04,0.0383,1
GO:0015977,carbon fixation,15,1,0.05,0.0476,1
GO:0007623,circadian rhythm,17,1,0.06,0.0538,1
GO:0009648,photoperiodism,20,1,0.06,0.063,1
GO:0048511,rhythmic process,21,1,0.07,0.0661,1
GO:0002181,cytoplasmic translation,22,1,0.07,0.0691,1
GO:0019684,photosynthesis, light reaction,42,1,0.14,0.1279,1
GO:0006413,translational initiation,54,1,0.18,0.1614,1
GO:0043648,dicarboxylic acid metabolic process,64,1,0.21,0.1883,1
GO:0006412,translation,258,2,0.84,0.204,1
GO:0043043,peptide biosynthetic process,269,2,0.87,0.2171,1
GO:0043604,amide biosynthetic process,311,2,1.01,0.2678,1
GO:0006518,peptide metabolic process,319,2,1.04,0.2775,1
GO:0006338,chromatin remodeling,102,1,0.33,0.2833,1
GO:0009416,response to light stimulus,125,1,0.41,0.3354,1
GO:0009314,response to radiation,130,1,0.42,0.3462,1
GO:0043603,cellular amide metabolic process,389,2,1.26,0.3616,1
GO:0030001,metal ion transport,172,1,0.56,0.4307,1
GO:0050790,regulation of catalytic activity,249,1,0.81,0.5588,1
GO:0033036,macromolecule localization,573,2,1.86,0.5613,1
GO:0065009,regulation of molecular function,252,1,0.82,0.5631,1
GO:0006325,chromatin organization,264,1,0.86,0.5802,1
GO:0009628,response to abiotic stimulus,281,1,0.91,0.6033,1
GO:0006812,cation transport,282,1,0.92,0.6046,1
GO:0016567,protein ubiquitination,324,1,1.05,0.6563,1
GO:0032446,protein modification by small protein co...,342,1,1.11,0.6764,1
GO:0070647,protein modification by small protein co...,408,1,1.32,0.7407,1
GO:0071702,organic substance transport,798,2,2.59,0.7419,1
GO:1901566,organonitrogen compound biosynthetic pro...,851,2,2.76,0.7742,1
GO:0051276,chromosome organization,453,1,1.47,0.7772,1
GO:0032501,multicellular organismal process,458,1,1.49,0.7809,1
GO:0010468,regulation of gene expression,499,1,1.62,0.8093,1
GO:0006811,ion transport,503,1,1.63,0.8119,1
