GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0016070,RNA metabolic process,1429,81,53.41,7e-05,0.2716
GO:0006383,transcription by RNA polymerase III,31,7,1.16,0.00012,0.2716
GO:0010467,gene expression,1459,78,54.53,0.00062,0.9354
GO:0006396,RNA processing,527,34,19.7,0.00135,1
GO:0009789,positive regulation of abscisic acid-act...,8,3,0.3,0.00252,1
GO:0043484,regulation of RNA splicing,8,3,0.3,0.00252,1
GO:1901421,positive regulation of response to alcoh...,8,3,0.3,0.00252,1
GO:1905959,positive regulation of cellular response...,8,3,0.3,0.00252,1
GO:0006139,nucleobase-containing compound metabolic...,2776,129,103.76,0.00285,1
GO:0090304,nucleic acid metabolic process,2465,116,92.13,0.00328,1
GO:0006725,cellular aromatic compound metabolic pro...,3019,138,112.84,0.00362,1
GO:0006384,transcription initiation from RNA polyme...,9,3,0.34,0.00368,1
GO:0009646,response to absence of light,9,3,0.34,0.00368,1
GO:0019320,hexose catabolic process,3,2,0.11,0.00408,1
GO:0071485,cellular response to absence of light,3,2,0.11,0.00408,1
GO:0071588,hydrogen peroxide mediated signaling pat...,3,2,0.11,0.00408,1
GO:1901528,hydrogen peroxide mediated signaling pat...,3,2,0.11,0.00408,1
GO:0008380,RNA splicing,141,12,5.27,0.00656,1
GO:0046365,monosaccharide catabolic process,4,2,0.15,0.00795,1
GO:0071484,cellular response to light intensity,4,2,0.15,0.00795,1
GO:1901360,organic cyclic compound metabolic proces...,3088,138,115.42,0.00833,1
GO:0090351,seedling development,12,3,0.45,0.00887,1
GO:0016071,mRNA metabolic process,282,19,10.54,0.00964,1
GO:0046483,heterocycle metabolic process,2937,131,109.77,0.01116,1
GO:0032774,RNA biosynthetic process,566,32,21.15,0.01282,1
GO:0000463,maturation of LSU-rRNA from tricistronic...,5,2,0.19,0.01293,1
GO:0071244,cellular response to carbon dioxide,5,2,0.19,0.01293,1
GO:0034641,cellular nitrogen compound metabolic pro...,3139,138,117.32,0.01461,1
GO:0010466,negative regulation of peptidase activit...,26,4,0.97,0.01499,1
GO:0010951,negative regulation of endopeptidase act...,26,4,0.97,0.01499,1
GO:0045861,negative regulation of proteolysis,26,4,0.97,0.01499,1
GO:0090305,nucleic acid phosphodiester bond hydroly...,275,18,10.28,0.01518,1
GO:0071396,cellular response to lipid,104,9,3.89,0.01573,1
GO:0006351,transcription, DNA-templated,531,30,19.85,0.01581,1
GO:0044237,cellular metabolic process,6863,279,256.51,0.01593,1
GO:0000373,Group II intron splicing,15,3,0.56,0.01688,1
GO:0097659,nucleic acid-templated transcription,556,31,20.78,0.01695,1
GO:0052548,regulation of endopeptidase activity,27,4,1.01,0.01709,1
GO:0010037,response to carbon dioxide,6,2,0.22,0.01892,1
GO:0010215,cellulose microfibril organization,6,2,0.22,0.01892,1
GO:0030198,extracellular matrix organization,6,2,0.22,0.01892,1
GO:0043062,extracellular structure organization,6,2,0.22,0.01892,1
GO:0070726,cell wall assembly,6,2,0.22,0.01892,1
GO:0071668,plant-type cell wall assembly,6,2,0.22,0.01892,1
GO:0090333,regulation of stomatal closure,6,2,0.22,0.01892,1
GO:0006950,response to stress,1961,90,73.29,0.01936,1
GO:0000209,protein polyubiquitination,28,4,1.05,0.01936,1
GO:0006379,mRNA cleavage,16,3,0.6,0.02021,1
GO:0042273,ribosomal large subunit biogenesis,16,3,0.6,0.02021,1
GO:0006397,mRNA processing,205,14,7.66,0.02182,1
