sequence matches in SRR5258946_quant.sf and panTranscriptome_panRNAomeClassificationTable.tsv:
Soft-core	OG0000010	B1_k25_TRINITY_DN5334_c0_g1_i1
Soft-core	OG0000010	B1_k25_TRINITY_DN5334_c0_g1_i2
Soft-core	OG0000010	B1_k25_TRINITY_DN5334_c0_g1_i6
Soft-core	OG0000010	B1_k25_TRINITY_DN5334_c0_g1_i8
Soft-core	OG0000010	B1_k31_TRINITY_DN6311_c0_g1_i4
Soft-core	OG0000010	B1_k31_TRINITY_DN6311_c0_g1_i6
Soft-core	OG0000010	B1_k31_TRINITY_DN6311_c0_g1_i7
Soft-core	OG0000010	B1_k31_TRINITY_DN6311_c0_g1_i8
Soft-core	OG0000027	B1_k31_TRINITY_DN9540_c0_g2_i2
Soft-core	OG0000027	B1_k31_TRINITY_DN9540_c0_g2_i3
Soft-core	OG0000027	B1_k31_TRINITY_DN9540_c0_g2_i6
Hard-core	OG0000032	B1_k25_TRINITY_DN6801_c0_g1_i4
Hard-core	OG0000032	B1_k25_TRINITY_DN6801_c0_g1_i5
Soft-core	OG0000032	B1_k25_TRINITY_DN6801_c0_g1_i4
Soft-core	OG0000032	B1_k25_TRINITY_DN6801_c0_g1_i5
Soft-core	OG0000039	B1_k31_TRINITY_DN2830_c0_g1_i10
Hard-core	OG0000040	B1_k31_TRINITY_DN83_c0_g1_i1
Soft-core	OG0000040	B1_k31_TRINITY_DN83_c0_g1_i1
Soft-core	OG0000045	B1_k25_TRINITY_DN7456_c0_g1_i2
Soft-core	OG0000045	B1_k25_TRINITY_DN7456_c0_g1_i5
Soft-core	OG0000051	B1_k25_TRINITY_DN2922_c0_g1_i1
Soft-core	OG0000051	B1_k25_TRINITY_DN2922_c0_g1_i4
Soft-core	OG0000051	B1_k25_TRINITY_DN2922_c0_g1_i6
Soft-core	OG0000052	B1_k31_TRINITY_DN11995_c0_g2_i2
Accessory	OG0000055	B1_k25_TRINITY_DN4611_c0_g1_i1
Accessory	OG0000055	B1_k25_TRINITY_DN4611_c0_g1_i2
Accessory	OG0000055	B1_k25_TRINITY_DN4611_c0_g1_i4
Accessory	OG0000055	B1_k25_TRINITY_DN4611_c0_g1_i5
Accessory	OG0000055	B1_k25_TRINITY_DN4611_c0_g1_i6
Accessory	OG0000055	B1_k25_TRINITY_DN4611_c0_g1_i9
Soft-core	OG0000060	B1_k31_TRINITY_DN11439_c0_g1_i1
Soft-core	OG0000060	B1_k31_TRINITY_DN11439_c0_g1_i4
Soft-core	OG0000060	B1_k31_TRINITY_DN11439_c0_g1_i5
Soft-core	OG0000074	B1_k31_TRINITY_DN3220_c0_g1_i1
Soft-core	OG0000074	B1_k31_TRINITY_DN3220_c0_g1_i3
Soft-core	OG0000074	B1_k31_TRINITY_DN3220_c0_g1_i4
Soft-core	OG0000074	B1_k31_TRINITY_DN3220_c0_g1_i5
Soft-core	OG0000085	B1_k25_TRINITY_DN3503_c0_g1_i2
Soft-core	OG0000085	B1_k25_TRINITY_DN3503_c0_g1_i4
