GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0034198,cellular response to amino acid starvati...,1,1,0.02,0.017,0.049
GO:0034635,glutathione transport,1,1,0.02,0.017,0.049
GO:0070125,mitochondrial translational elongation,1,1,0.02,0.017,0.049
GO:1990928,response to amino acid starvation,1,1,0.02,0.017,0.049
GO:0006549,isoleucine metabolic process,13,2,0.22,0.019,0.049
GO:0009097,isoleucine biosynthetic process,13,2,0.22,0.019,0.049
GO:0046901,tetrahydrofolylpolyglutamate biosyntheti...,13,2,0.22,0.019,0.049
GO:0046900,tetrahydrofolylpolyglutamate metabolic p...,14,2,0.23,0.022,0.049
GO:0032790,ribosome disassembly,2,1,0.03,0.033,0.049
GO:0042254,ribosome biogenesis,228,8,3.81,0.038,0.049
GO:1901292,nucleoside phosphate catabolic process,19,2,0.32,0.039,0.049
GO:0006364,rRNA processing,189,7,3.16,0.04,0.049
GO:0016072,rRNA metabolic process,190,7,3.17,0.041,0.049
GO:0009396,folic acid-containing compound biosynthe...,20,2,0.33,0.043,0.049
GO:0034655,nucleobase-containing compound catabolic...,153,6,2.56,0.044,0.049
GO:0009082,branched-chain amino acid biosynthetic p...,21,2,0.35,0.047,0.049
GO:0043549,regulation of kinase activity,49,3,0.82,0.048,0.049
GO:0006621,protein retention in ER lumen,3,1,0.05,0.049,0.049
GO:0009301,snRNA transcription,3,1,0.05,0.049,0.049
GO:0042796,snRNA transcription by RNA polymerase II...,3,1,0.05,0.049,0.049
GO:0072331,signal transduction by p53 class mediato...,3,1,0.05,0.049,0.049
GO:0072332,intrinsic apoptotic signaling pathway by...,3,1,0.05,0.049,0.049
GO:0072337,modified amino acid transport,3,1,0.05,0.049,0.049
